"vol" "age" "owner" "nuts" "species" "step0" "step1" "step2" "step3" "step4" "step5"
"16160" "8" "3" "national" "DE1" "beech" 0 0 0 0.776641040763664 1.24049139936388 25.3063981320471
"16161" "8" "3" "national" "DE1" "beech" 0 0 0 81.5473092801847 0 58.0510758601958
"18032" "9" "3" "national" "DE1" "beech" 0 0 0 0.00827668006970466 0 0
"18033" "9" "3" "national" "DE1" "beech" 0 0 0 23.2491943158004 0.100955354500454 0.229902476480596
"3056" "10" "3" "national" "DE1" "beech" 0 0 0 0.430387363624642 0 0
"3057" "10" "3" "national" "DE1" "beech" 0 0 0 22.810530272106 0 0
"1288" "1" "4" "national" "DE1" "beech" 0 10.6947578046719 0 0 0.0343365701845662 0.0253267027922144
"1289" "1" "4" "national" "DE1" "beech" 0 3.73218820749547 0.569131339559427 1.58684439919585 4.47489744957848 6.23530321290891
"5032" "2" "4" "national" "DE1" "beech" 0 1.63087215789718 3.94952132892064 16.8434707445252 14.5706771833554 16.6022806784216
"5033" "2" "4" "national" "DE1" "beech" 0 0 0 0 0 0.0535625821931429
"6904" "3" "4" "national" "DE1" "beech" 0 0 0 0 0.0146536045427106 0.0234054981012053
"6905" "3" "4" "national" "DE1" "beech" 0 0 0 0 26.0368844645823 1.21708590126268
"8776" "4" "4" "national" "DE1" "beech" 14.5046765333772 0 0 0 0.00827668006970466 0
"8777" "4" "4" "national" "DE1" "beech" 14.5046765333772 0 0 0 23.2491943158004 0.100955354500454
"10648" "5" "4" "national" "DE1" "beech" 13.7443877568316 0 0 0 0.430387363624642 0
"10649" "5" "4" "national" "DE1" "beech" 13.7443877568316 0 0 0 79.0829425239294 0
"12520" "6" "4" "national" "DE1" "beech" 0 0 0.0898719143249739 0 0 0.000288542606592993
"12521" "6" "4" "national" "DE1" "beech" 0 0 14.3370740978424 0.569131339559427 1.58684439919585 4.50894547715645
"14392" "7" "4" "national" "DE1" "beech" 0 0 0.0307711727905129 0.0745192703569932 0.317801334802363 0.2749184374218
"14393" "7" "4" "national" "DE1" "beech" 0 0 1.60010098510667 3.87500205856364 16.5256694097229 14.2957587459336
"16264" "8" "4" "national" "DE1" "beech" 0 0 0 0.398111249882999 4.14994865387566 4.25276977015706
"16265" "8" "4" "national" "DE1" "beech" 0 0 0 0 0 26.0368844645823
"18136" "9" "4" "national" "DE1" "beech" 0 14.5046765333772 0 0 0 0.00827668006970466
"18137" "9" "4" "national" "DE1" "beech" 0 14.5046765333772 0 0 0 23.2491943158004
"3160" "10" "4" "national" "DE1" "beech" 0 13.7443877568316 0 0 0 0.430387363624642
"3161" "10" "4" "national" "DE1" "beech" 0 13.7443877568316 0 0 0 79.0829425239294
"1392" "1" "5" "national" "DE1" "beech" 0 0 0 0.0898719143249739 0 0
"1393" "1" "5" "national" "DE1" "beech" 0 0 0 6.4329326434987 0.255364766039743 0.712004629820271
"5136" "2" "5" "national" "DE1" "beech" 51.1629939376149 0 0 3.43474449984364 0.209645020996857 0.694557147891116
"5137" "2" "5" "national" "DE1" "beech" 51.1629939376149 0 0 1.50771202800486 0.0780876206659862 0.24509817399221
"7008" "3" "5" "national" "DE1" "beech" 0 0 0 0.796222499765998 1.93055882539303 8.24756831615802
"7009" "3" "5" "national" "DE1" "beech" 0 0 0 0 0.121063070139859 1.26197269006745
"8880" "4" "5" "national" "DE1" "beech" 0 0 14.5046765333772 0 0 0
"8881" "4" "5" "national" "DE1" "beech" 0 0 14.5046765333772 0 0.274720043778911 2.86370725822999
"10752" "5" "5" "national" "DE1" "beech" 0 0 13.7443877568316 0 0 0
"10753" "5" "5" "national" "DE1" "beech" 0 0 13.7443877568316 0 0 0
"12624" "6" "5" "national" "DE1" "beech" 0 0 0 0 0.0898719143249739 0
"12625" "6" "5" "national" "DE1" "beech" 0 0 0 0.398111249882999 4.21121467905184 4.2405482110052
"14496" "7" "5" "national" "DE1" "beech" 114.712929175944 51.1629939376149 0 0 3.43474449984364 0.209645020996857
"14497" "7" "5" "national" "DE1" "beech" 114.712929175944 51.1629939376149 0 0 1.50771202800486 0.0780876206659862
"16368" "8" "5" "national" "DE1" "beech" 0 0 0 0 0.796222499765998 1.93055882539303
"16369" "8" "5" "national" "DE1" "beech" 0 0 0 0 0 0.121063070139859
"18240" "9" "5" "national" "DE1" "beech" 0 0 0 14.5046765333772 0 0
"18241" "9" "5" "national" "DE1" "beech" 0 0 0 14.5046765333772 0 0.274720043778911
"3264" "10" "5" "national" "DE1" "beech" 0 0 0 13.7443877568316 0 0
"3265" "10" "5" "national" "DE1" "beech" 0 0 0 13.7443877568316 0 0
"1496" "1" "6" "national" "DE1" "beech" 0 0 0 0 0 0.0898719143249739
"1497" "1" "6" "national" "DE1" "beech" 0 0 0 0 0.398111249882999 4.21121467905184
"5240" "2" "6" "national" "DE1" "beech" 0 114.712929175944 51.1629939376149 0 0 3.43474449984364
"5241" "2" "6" "national" "DE1" "beech" 0 114.712929175944 51.1629939376149 0 0 1.50771202800486
"7112" "3" "6" "national" "DE1" "beech" 0 0 0 0 0 0.796222499765998
"7113" "3" "6" "national" "DE1" "beech" 0 0 0 0 0 0
"8984" "4" "6" "national" "DE1" "beech" 0 0 0 0 14.5046765333772 0
"8985" "4" "6" "national" "DE1" "beech" 0 0 0 0 14.5046765333772 0
"10856" "5" "6" "national" "DE1" "beech" 65.9180495558283 0 0 0 13.7443877568316 0
"10857" "5" "6" "national" "DE1" "beech" 65.9180495558283 0 0 0 13.7443877568316 0
"12728" "6" "6" "national" "DE1" "beech" 0 0 0 0 0 0
"12729" "6" "6" "national" "DE1" "beech" 0 0 0 0 0 0.398111249882999
"14600" "7" "6" "national" "DE1" "beech" 0 0 114.712929175944 51.1629939376149 0 0
"14601" "7" "6" "national" "DE1" "beech" 0 0 114.712929175944 51.1629939376149 0 0
"16472" "8" "6" "national" "DE1" "beech" 0 0 0 0 0 0
"16473" "8" "6" "national" "DE1" "beech" 0 0 0 0 0 0
"18344" "9" "6" "national" "DE1" "beech" 0 0 0 0 0 14.5046765333772
"18345" "9" "6" "national" "DE1" "beech" 0 0 0 0 0 14.5046765333772
"3368" "10" "6" "national" "DE1" "beech" 0 65.9180495558283 0 0 0 13.7443877568316
"3369" "10" "6" "national" "DE1" "beech" 0 65.9180495558283 0 0 0 13.7443877568316
"1600" "1" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"1601" "1" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"5344" "2" "7" "national" "DE1" "beech" 0 0 0 114.712929175944 51.1629939376149 0
"5345" "2" "7" "national" "DE1" "beech" 0 0 0 114.712929175944 51.1629939376149 0
"7216" "3" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"7217" "3" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"9088" "4" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"9089" "4" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"10960" "5" "7" "national" "DE1" "beech" 0 0 65.9180495558283 0 0 0
"10961" "5" "7" "national" "DE1" "beech" 0 0 65.9180495558283 0 0 0
"12832" "6" "7" "national" "DE1" "beech" 23.2794375623234 0 0 0 0 0
"12833" "6" "7" "national" "DE1" "beech" 23.2794375623234 0 0 0 0 0
"14704" "7" "7" "national" "DE1" "beech" 0 0 0 0 114.712929175944 51.1629939376149
"14705" "7" "7" "national" "DE1" "beech" 0 0 0 0 114.712929175944 51.1629939376149
"16576" "8" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"16577" "8" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"18448" "9" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"18449" "9" "7" "national" "DE1" "beech" 0 0 0 0 0 0
"3472" "10" "7" "national" "DE1" "beech" 0 0 0 65.9180495558283 0 0
"3473" "10" "7" "national" "DE1" "beech" 0 0 0 65.9180495558283 0 0
"1704" "1" "8" "national" "DE1" "beech" 0 23.2794375623234 0 0 0 0
"1705" "1" "8" "national" "DE1" "beech" 0 23.2794375623234 0 0 0 0
"5448" "2" "8" "national" "DE1" "beech" 0 0 0 0 0 114.712929175944
"5449" "2" "8" "national" "DE1" "beech" 0 0 0 0 0 114.712929175944
"7320" "3" "8" "national" "DE1" "beech" 100.024144587751 0 0 0 0 0
"7321" "3" "8" "national" "DE1" "beech" 100.024144587751 0 0 0 0 0
"9192" "4" "8" "national" "DE1" "beech" 0 0 0 0 0 0
"9193" "4" "8" "national" "DE1" "beech" 0 0 0 0 0 0
"11064" "5" "8" "national" "DE1" "beech" 11.6484015485275 0 0 0 65.9180495558283 0
"11065" "5" "8" "national" "DE1" "beech" 11.6484015485275 0 0 0 65.9180495558283 0
"12936" "6" "8" "national" "DE1" "beech" 181.508032880939 0 23.2794375623234 0 0 0
"12937" "6" "8" "national" "DE1" "beech" 181.508032880939 0 23.2794375623234 0 0 0
"14808" "7" "8" "national" "DE1" "beech" 0 0 0 0 0 0
"14809" "7" "8" "national" "DE1" "beech" 0 0 0 0 0 0
"16680" "8" "8" "national" "DE1" "beech" 0 100.024144587751 0 0 0 0
"16681" "8" "8" "national" "DE1" "beech" 0 100.024144587751 0 0 0 0
"18552" "9" "8" "national" "DE1" "beech" 28.5181339428534 0 0 0 0 0
"18553" "9" "8" "national" "DE1" "beech" 28.5181339428534 0 0 0 0 0
"3576" "10" "8" "national" "DE1" "beech" 0 11.6484015485275 0 0 0 65.9180495558283
"3577" "10" "8" "national" "DE1" "beech" 0 11.6484015485275 0 0 0 65.9180495558283
"1808" "1" "9" "national" "DE1" "beech" 0 181.508032880939 0 23.2794375623234 0 0
"1809" "1" "9" "national" "DE1" "beech" 0 181.508032880939 0 23.2794375623234 0 0
"5552" "2" "9" "national" "DE1" "beech" 0 0 0 0 0 0
"5553" "2" "9" "national" "DE1" "beech" 0 0 0 0 0 0
"7424" "3" "9" "national" "DE1" "beech" 200.048289175503 0 100.024144587751 0 0 0
"7425" "3" "9" "national" "DE1" "beech" 200.048289175503 0 100.024144587751 0 0 0
"9296" "4" "9" "national" "DE1" "beech" 0 28.5181339428534 0 0 0 0
"9297" "4" "9" "national" "DE1" "beech" 0 28.5181339428534 0 0 0 0
"11168" "5" "9" "national" "DE1" "beech" 100.024144587751 0 11.6484015485275 0 0 0
"11169" "5" "9" "national" "DE1" "beech" 100.024144587751 0 11.6484015485275 0 0 0
"13040" "6" "9" "national" "DE1" "beech" 16.9883489380172 16.9883489380172 198.496381818956 198.496381818956 221.77581938128 221.77581938128
"13041" "6" "9" "national" "DE1" "beech" 16.9883489380172 16.9883489380172 198.496381818956 198.496381818956 221.77581938128 221.77581938128
"14912" "7" "9" "national" "DE1" "beech" 133.29284852473 133.29284852473 133.29284852473 133.29284852473 133.29284852473 133.29284852473
"14913" "7" "9" "national" "DE1" "beech" 133.29284852473 133.29284852473 133.29284852473 133.29284852473 133.29284852473 133.29284852473
"16784" "8" "9" "national" "DE1" "beech" 0 200.048289175503 200.048289175503 300.072433763254 300.072433763254 300.072433763254
"16785" "8" "9" "national" "DE1" "beech" 0 200.048289175503 200.048289175503 300.072433763254 300.072433763254 300.072433763254
"18656" "9" "9" "national" "DE1" "beech" 0 0 28.5181339428534 28.5181339428534 28.5181339428534 28.5181339428534
"18657" "9" "9" "national" "DE1" "beech" 0 0 28.5181339428534 28.5181339428534 28.5181339428534 28.5181339428534
"3680" "10" "9" "national" "DE1" "beech" 15.0257975848197 115.049942172571 115.049942172571 126.698343721098 126.698343721098 126.698343721098
"3681" "10" "9" "national" "DE1" "beech" 15.0257975848197 115.049942172571 115.049942172571 126.698343721098 126.698343721098 126.698343721098
"144" "1" "10" "national" "DE1" "beech" 0 42.8105428602028 46.2212933293719 32.7106200210485 75.9526510001889 89.1918601596317
"145" "1" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"3888" "2" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"3889" "2" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"5760" "3" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"5761" "3" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"7632" "4" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"7633" "4" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"9504" "5" "10" "national" "DE1" "beech" 133.631901982867 0 0 0 0 0
"9505" "5" "10" "national" "DE1" "beech" 133.631901982867 10.7038340154925 0 75.1979961537949 8.56195912446915 14.3276471344189
"11376" "6" "10" "national" "DE1" "beech" 100.024144587751 0 42.8105428602028 46.2212933293719 32.7106200210485 75.9526510001889
"11377" "6" "10" "national" "DE1" "beech" 100.024144587751 0 0 0 0 0
"13248" "7" "10" "national" "DE1" "beech" 0 24.8146405359951 3.75144156838545 9.36410842942296 4.552841391092 4.72347667698576
"13249" "7" "10" "national" "DE1" "beech" 0 4.66480315566193 0 1.99654549661933 2.15561188621286 1.52551770501751
"15120" "8" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"15121" "8" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"16992" "9" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"16993" "9" "10" "national" "DE1" "beech" 0 0 0 0 0 0
"2016" "10" "10" "national" "DE1" "beech" 7.43012893939434 133.631901982867 0 0 0 0
"2017" "10" "10" "national" "DE1" "beech" 7.43012893939434 133.631901982867 10.7038340154925 0 75.1979961537949 8.56195912446915
"248" "1" "11" "national" "DE1" "beech" 0 31.1307656874223 23.3024374797131 35.3841068147572 30.5153725030452 26.3132572748745
"249" "1" "11" "national" "DE1" "beech" 0 21.3049308371052 4.6706043879413 12.5573512686444 15.0919023928521 11.5017792796177
"3992" "2" "11" "national" "DE1" "beech" 0 59.7345553306588 46.3540859293177 29.3707666064177 33.4139366415099 25.9237180877939
"3993" "2" "11" "national" "DE1" "beech" 0 38.5635256241932 8.08441703083225 1.76633765943962 4.7606376389823 5.72008900421456
"5864" "3" "11" "national" "DE1" "beech" 0 0 4.63752360504402 0 1.98486979196073 2.14300596874963
"5865" "3" "11" "national" "DE1" "beech" 0 0 0 0 0 0
"7736" "4" "11" "national" "DE1" "beech" 100.024156511559 0 0 0 0 0
"7737" "4" "11" "national" "DE1" "beech" 100.024156511559 0 0 0 0 0
"9608" "5" "11" "national" "DE1" "beech" 0 7.43012893939434 133.631901982867 0 0 0
"9609" "5" "11" "national" "DE1" "beech" 0 7.43012893939434 133.631901982867 10.7038340154925 0 75.1979961537949
"11480" "6" "11" "national" "DE1" "beech" 100.024138625848 41.6265727876616 103.905587764943 50.519028512694 52.4124238965535 42.5499605565738
"11481" "6" "11" "national" "DE1" "beech" 100.024138625848 6.9628587932571 11.2774570589273 3.56175492223398 7.77335344582049 8.54822305218262
"13352" "7" "11" "national" "DE1" "beech" 66.8253737800844 11.6882139517845 8.95568150553905 7.4567728426998 4.73638039980827 5.34126443871433
"13353" "7" "11" "national" "DE1" "beech" 66.8253737800844 0 16.567338475332 12.4441814280548 7.82153040555382 8.95014812403434
"15224" "8" "11" "national" "DE1" "beech" 110.595641525822 0 11.0087864416673 6.38732650728793 5.80657054813651 6.79574181649094
"15225" "8" "11" "national" "DE1" "beech" 110.595641525822 0 37.8359119331706 12.481904020105 1.73301053378981 6.6182337058309
"17096" "9" "11" "national" "DE1" "beech" 0 1.88724823606715 0 0 0 0
"17097" "9" "11" "national" "DE1" "beech" 0 100.024156511559 0 0 0 0
"2120" "10" "11" "national" "DE1" "beech" 8.4208363474995 0 7.43012893939434 133.631901982867 0 0
"2121" "10" "11" "national" "DE1" "beech" 8.4208363474995 98.1369082754918 7.43012893939434 133.631901982867 10.7038340154925 0
"352" "1" "12" "national" "DE1" "beech" 0 31.2144099944389 18.7074363330823 32.3750490489719 26.0416043247756 23.0570213626224
"353" "1" "12" "national" "DE1" "beech" 0 20.9272944175381 12.588534991818 16.7420573870208 9.23122401183469 10.0071218276199
"4096" "2" "12" "national" "DE1" "beech" 0 12.2497717146423 4.18746322731118 2.77966832291734 1.81106125823375 1.73378505532684
"4097" "2" "12" "national" "DE1" "beech" 0 186.135699270794 19.8659721457486 33.9451303154336 24.8917035975862 19.2621012701582
"5968" "3" "12" "national" "DE1" "beech" 0 110.595641525822 0 11.0087864416673 6.38732650728793 5.80657054813651
"5969" "3" "12" "national" "DE1" "beech" 0 110.595641525822 0 37.8359119331706 12.481904020105 1.73301053378981
"7840" "4" "12" "national" "DE1" "beech" 0 0 1.88724823606715 0 0 0
"7841" "4" "12" "national" "DE1" "beech" 0 0 100.024156511559 0 0 0
"9712" "5" "12" "national" "DE1" "beech" 0 8.4208363474995 0 7.43012893939434 133.631901982867 0
"9713" "5" "12" "national" "DE1" "beech" 0 8.4208363474995 98.1369082754918 7.43012893939434 133.631901982867 10.7038340154925
"11584" "6" "12" "national" "DE1" "beech" 0 0 0.0659924101362345 0.0395506053553536 0.0684461924925409 0.0550562459297582
"11585" "6" "12" "national" "DE1" "beech" 0 11.6882139517845 18.3700332280215 14.8255677072121 13.1442271843969 10.6963269080736
"13456" "7" "12" "national" "DE1" "beech" 10.9096769773289 31.0410579344288 28.3063936579592 41.3475519123807 34.2863203514783 29.3316779231926
"13457" "7" "12" "national" "DE1" "beech" 10.9096769773289 0 76.6441114644448 8.18010617766118 13.9774066004726 10.2495250107708
"15328" "8" "12" "national" "DE1" "beech" 0 0 144.087186031294 3.57450017847379 17.1165607544789 10.8661105456079
"15329" "8" "12" "national" "DE1" "beech" 0 0 110.595641525822 0 37.8359119331706 12.481904020105
"17200" "9" "12" "national" "DE1" "beech" 0 0 0 0.0356084572842859 0 0
"17201" "9" "12" "national" "DE1" "beech" 0 0 0.990650278633595 100.362800505059 0.224794327825353 0.146462185735855
"2224" "10" "12" "national" "DE1" "beech" 0 0 8.4208363474995 1.85163977878286 7.43012893939434 133.631901982867
"2225" "10" "12" "national" "DE1" "beech" 0 0 8.4208363474995 98.1369082754918 7.43012893939434 133.631901982867
"456" "1" "13" "national" "DE1" "beech" 0 0 0 0.0659924101362345 0.0395506053553536 0.0684461924925409
"457" "1" "13" "national" "DE1" "beech" 0 0 6.32689227640994 7.1791181268571 6.22003661742515 5.5333100574535
"4200" "2" "13" "national" "DE1" "beech" 0 10.9096769773289 33.8510162875164 31.7258229659591 44.4304263224433 36.7439987532468
"4201" "2" "13" "national" "DE1" "beech" 0 0.205842961836394 0 1.4461153106499 0.154341625993607 0.263724652839107
"6072" "3" "13" "national" "DE1" "beech" 0 0 0 2.71862615153384 0.0674433995938452 0.322953976499602
"6073" "3" "13" "national" "DE1" "beech" 0 0 0 175.646741171389 3.50705677887995 28.5205268508333
"7944" "4" "13" "national" "DE1" "beech" 0 0 0 0 0.0356084572842859 0
"7945" "4" "13" "national" "DE1" "beech" 0 0 0 0.990650278633595 100.362800505059 0.224794327825353
"9816" "5" "13" "national" "DE1" "beech" 0 0 0 8.4208363474995 1.85163977878286 7.43012893939434
"9817" "5" "13" "national" "DE1" "beech" 0 0 0 84.7382965816925 98.1369082754918 33.5391207997109
"11688" "6" "13" "national" "DE1" "beech" 0 0 0 0 0.000499102261534547 0.000299122225376624
"11689" "6" "13" "national" "DE1" "beech" 0 0 0 5.69420304876894 6.52010038103247 5.63332937827708
"13560" "7" "13" "national" "DE1" "beech" 86.0112148067445 0 0.185258665652755 0.57482857846726 0.538740389987985 0.754478937550924
"13561" "7" "13" "national" "DE1" "beech" 86.0112148067445 0 9.81870927959601 29.8910860802975 29.3160040589601 39.3718122160423
"15432" "8" "13" "national" "DE1" "beech" 0 19.2599275261036 0 2.19863920710571 9.14007850555713 7.65013730774733
"15433" "8" "13" "national" "DE1" "beech" 0 0 0 0 158.08206705425 3.15635110099195
