"vol" "age" "owner" "nuts" "species" "step0" "step1" "step2" "step3" "step4" "step5"
"7390" "3" "9" "communal" "DE3_4" "spruce" 0 0 3.31993818838351 0 0 0.84203166332333
"9262" "4" "9" "communal" "DE3_4" "spruce" 0 0 0.82822982289483 0 0 1.58060576037995
"11134" "5" "9" "communal" "DE3_4" "spruce" 0 0 195.46223820318 0.576944915082918 0 9.62399968846883
"13006" "6" "9" "communal" "DE3_4" "spruce" 0 0 0 69.0368054998744 0 0
"14878" "7" "9" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"16750" "8" "9" "communal" "DE3_4" "spruce" 0 0 0 142.963186954947 0 0
"18622" "9" "9" "communal" "DE3_4" "spruce" 87.8138904794202 0 0 112.962051370636 0 0
"3646" "10" "9" "communal" "DE3_4" "spruce" 0 0 0 51.3703043420545 0 0
"110" "1" "10" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"3854" "2" "10" "communal" "DE3_4" "spruce" 0 0 97.7311191015899 0 0 4.81199984423441
"5726" "3" "10" "communal" "DE3_4" "spruce" 0 0 0 3.31993818838351 0 0
"7598" "4" "10" "communal" "DE3_4" "spruce" 0 0 0 0.82822982289483 0 0
"9470" "5" "10" "communal" "DE3_4" "spruce" 0 0 0 195.46223820318 0.576944915082918 0
"11342" "6" "10" "communal" "DE3_4" "spruce" 96.2113249369416 0 0 0 69.0368054998744 0
"13214" "7" "10" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"15086" "8" "10" "communal" "DE3_4" "spruce" 0 0 0 0 142.963186954947 0
"16958" "9" "10" "communal" "DE3_4" "spruce" 0 87.8138904794202 0 0 112.962051370636 0
"1982" "10" "10" "communal" "DE3_4" "spruce" 0 0 0 0 51.3703043420545 0
"214" "1" "11" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"3958" "2" "11" "communal" "DE3_4" "spruce" 0 0 0 97.7311191015899 0 0
"5830" "3" "11" "communal" "DE3_4" "spruce" 0 0 0 0 3.31993818838351 0
"7702" "4" "11" "communal" "DE3_4" "spruce" 0 0 0 0 0.82822982289483 0
"9574" "5" "11" "communal" "DE3_4" "spruce" 0 0 0 0 195.46223820318 0.576944915082918
"11446" "6" "11" "communal" "DE3_4" "spruce" 0 96.2113249369416 0 0 0 69.0368054998744
"13318" "7" "11" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"15190" "8" "11" "communal" "DE3_4" "spruce" 0 0 0 0 0 142.963186954947
"17062" "9" "11" "communal" "DE3_4" "spruce" 0 0 87.8138904794202 0 0 112.962051370636
"2086" "10" "11" "communal" "DE3_4" "spruce" 0 0 0 0 0 51.3703043420545
"318" "1" "12" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"4062" "2" "12" "communal" "DE3_4" "spruce" 0 0 0 0 97.7311191015899 0
"5934" "3" "12" "communal" "DE3_4" "spruce" 0 0 0 0 0 3.31993818838351
"7806" "4" "12" "communal" "DE3_4" "spruce" 0 0 0 0 0 0.82822982289483
"9678" "5" "12" "communal" "DE3_4" "spruce" 0 0 0 0 0 195.46223820318
"11550" "6" "12" "communal" "DE3_4" "spruce" 0 0 96.2113249369416 0 0 0
"13422" "7" "12" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"15294" "8" "12" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"17166" "9" "12" "communal" "DE3_4" "spruce" 0 0 0 87.8138904794202 0 0
"2190" "10" "12" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"422" "1" "13" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"4166" "2" "13" "communal" "DE3_4" "spruce" 0 0 0 0 0 97.7311191015899
"6038" "3" "13" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"7910" "4" "13" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"9782" "5" "13" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"11654" "6" "13" "communal" "DE3_4" "spruce" 0 0 0 96.2113249369416 0 0
"13526" "7" "13" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"15398" "8" "13" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"17270" "9" "13" "communal" "DE3_4" "spruce" 0 0 0 0 87.8138904794202 0
"2294" "10" "13" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"526" "1" "14" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"4270" "2" "14" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"6142" "3" "14" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"8014" "4" "14" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"9886" "5" "14" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"11758" "6" "14" "communal" "DE3_4" "spruce" 0 0 0 0 86.5901924432474 0
"13630" "7" "14" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"15502" "8" "14" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"17374" "9" "14" "communal" "DE3_4" "spruce" 0 0 0 0 0 79.0325014314782
"2398" "10" "14" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"630" "1" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"4374" "2" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"6246" "3" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"8118" "4" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"9990" "5" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"11862" "6" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 77.9311731989227
"13734" "7" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"15606" "8" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"17478" "9" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"2502" "10" "15" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"734" "1" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"4478" "2" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"6350" "3" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"8222" "4" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"10094" "5" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"11966" "6" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"13838" "7" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"15710" "8" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"17582" "9" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"2606" "10" "16" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"838" "1" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"4582" "2" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"6454" "3" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"8326" "4" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"10198" "5" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"12070" "6" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"13942" "7" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"15814" "8" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"17686" "9" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"2710" "10" "17" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"942" "1" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"4686" "2" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"6558" "3" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"8430" "4" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"10302" "5" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"12174" "6" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"14046" "7" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"15918" "8" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"17790" "9" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"2814" "10" "18" "communal" "DE3_4" "spruce" 0 0 0 0 0 0
"29" "1" "1" "land" "DE3_4" "spruce" 1238.35264183968 0 0 0 16.9559654415081 15.2603688973573
"3773" "2" "1" "land" "DE3_4" "spruce" 395.072691513968 0 0 0 0 0
"5645" "3" "1" "land" "DE3_4" "spruce" 208.128427948825 0 0 0 0 0
"7517" "4" "1" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"9389" "5" "1" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"11261" "6" "1" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"13133" "7" "1" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"15005" "8" "1" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"16877" "9" "1" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"1901" "10" "1" "land" "DE3_4" "spruce" 0 20.8255386099614 0 156.41053584867 137.567148029071 60.0402126572316
"1069" "1" "2" "land" "DE3_4" "spruce" 236.766033853343 1238.35264183968 0 0 0 16.9559654415081
"4813" "2" "2" "land" "DE3_4" "spruce" 0 395.072691513968 0 0 0 0
"6685" "3" "2" "land" "DE3_4" "spruce" 95.148443204075 208.128427948825 58.5350246857218 113.06642270907 66.2138836087339 35.3231129088578
"8557" "4" "2" "land" "DE3_4" "spruce" 29.6921457000643 47.5952163453057 248.936306196052 0 0 0
"10429" "5" "2" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"12301" "6" "2" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"14173" "7" "2" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"16045" "8" "2" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"17917" "9" "2" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2941" "10" "2" "land" "DE3_4" "spruce" 0 0 20.8255386099614 0 156.41053584867 137.567148029071
"1173" "1" "3" "land" "DE3_4" "spruce" 329.389795908754 56.3688697036158 152.752983094218 105.485694737085 74.0386005221396 43.2177054641743
"4917" "2" "3" "land" "DE3_4" "spruce" 561.958969894822 76.9396835477734 226.031997645399 16.2270788986708 11.2058347831019 7.8651833036798
"6789" "3" "3" "land" "DE3_4" "spruce" 1381.69080857292 336.309654620582 613.232510666901 148.438918535424 150.364080890417 96.554033914642
"8661" "4" "3" "land" "DE3_4" "spruce" 1068.3251030545 326.026996743759 187.503614313965 132.521004836408 9.40931356286562 6.49773220838343
"10533" "5" "3" "land" "DE3_4" "spruce" 136.738652306415 29.5185074211166 47.3168817467952 247.48053832356 0 0
"12405" "6" "3" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"14277" "7" "3" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"16149" "8" "3" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"18021" "9" "3" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"3045" "10" "3" "land" "DE3_4" "spruce" 0 0 0 20.8255386099614 0 156.41053584867
"1277" "1" "4" "land" "DE3_4" "spruce" 0 94.7718175448765 426.394560216409 249.704900049886 133.210044444421 109.44573849399
"5021" "2" "4" "land" "DE3_4" "spruce" 395.072620869474 152.58239678848 99.4101476085526 66.2571289311228 27.5417336391037 19.3071524288771
"6893" "3" "4" "land" "DE3_4" "spruce" 251.924717419414 365.753510368762 133.03374630102 160.881005335955 68.5181870813111 48.6476304736604
"8765" "4" "4" "land" "DE3_4" "spruce" 312.802515839016 133.497317447704 33.0483917089744 56.8409822097191 14.4911327452604 13.630078884926
"10637" "5" "4" "land" "DE3_4" "spruce" 81.9705723763519 446.63989503075 91.3322560597993 191.340007549615 37.1409844205852 33.9992327334277
"12509" "6" "4" "land" "DE3_4" "spruce" 50.8059893771177 1194.93716918141 352.557726818952 232.847214581258 376.808252881313 9.3302437009928
"14381" "7" "4" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"16253" "8" "4" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"18125" "9" "4" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"3149" "10" "4" "land" "DE3_4" "spruce" 0 0 0 0 20.8255386099614 0
"1381" "1" "5" "land" "DE3_4" "spruce" 0 38.4698417738867 133.553675353634 92.126276304346 58.2644217357814 34.2944687689501
"5125" "2" "5" "land" "DE3_4" "spruce" 0 364.043600164769 157.845832604158 273.05692134995 134.589641245323 83.7578796957742
"6997" "3" "5" "land" "DE3_4" "spruce" 0 85.5480439772634 82.3119950321997 48.2119794992398 47.5545949113597 25.4541044902011
"8869" "4" "5" "land" "DE3_4" "spruce" 0 648.678545273427 534.583190241564 200.897019993927 238.846609968594 97.1379511109477
"10741" "5" "5" "land" "DE3_4" "spruce" 0 81.9705723763519 446.63989503075 91.3322560597993 191.340007549615 37.1409844205852
"12613" "6" "5" "land" "DE3_4" "spruce" 0 50.8059893771177 1194.93716918141 352.557726818952 232.847214581258 376.808252881313
"14485" "7" "5" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"16357" "8" "5" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"18229" "9" "5" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"3253" "10" "5" "land" "DE3_4" "spruce" 0 0 0 0 0 20.8255386099614
"1485" "1" "6" "land" "DE3_4" "spruce" 0 0 0.18406622858319 0.639012800735093 0.440795580403569 0.278777137491777
"5229" "2" "6" "land" "DE3_4" "spruce" 0 363.358898915429 384.488825139769 347.629969536482 283.289202852683 193.111094305092
"7101" "3" "6" "land" "DE3_4" "spruce" 0 38.4698417738867 247.491545283447 181.592994954013 152.543032739168 101.138971126352
"8973" "4" "6" "land" "DE3_4" "spruce" 0 0 154.170237217451 127.053403958757 47.7468253797226 56.7662346562129
"10845" "5" "6" "land" "DE3_4" "spruce" 0 0 425.217515615206 729.513511391757 197.636508792012 317.725209237033
"12717" "6" "6" "land" "DE3_4" "spruce" 0 0 50.8059893771177 1194.93716918141 352.557726818952 232.847214581258
"14589" "7" "6" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"16461" "8" "6" "land" "DE3_4" "spruce" 0 0 26.6350110536071 25.6274813029012 15.0105899232462 14.8059160937743
"18333" "9" "6" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"3357" "10" "6" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"1589" "1" "7" "land" "DE3_4" "spruce" 0 0 0 0.18406622858319 0.639012800735093 0.440795580403569
"5333" "2" "7" "land" "DE3_4" "spruce" 0 20.8255386099614 68.2125992797767 74.5885733923414 72.2267204446075 63.2495487550938
"7205" "3" "7" "land" "DE3_4" "spruce" 0 0 196.676435977306 394.618928530436 326.241519846337 262.576943491575
"9077" "4" "7" "land" "DE3_4" "spruce" 0 0 0 1.29554821191136 1.06767566351897 0.401233826720358
"10949" "5" "7" "land" "DE3_4" "spruce" 120.908545809263 0 0 3.57325643374122 6.13036564194754 1.6608109982522
"12821" "6" "7" "land" "DE3_4" "spruce" 0 0 0 457.000474011154 1554.94760851348 441.32288780227
"14693" "7" "7" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"16565" "8" "7" "land" "DE3_4" "spruce" 0 0 0 26.6350110536071 25.6274813029012 15.0105899232462
"18437" "9" "7" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"3461" "10" "7" "land" "DE3_4" "spruce" 0 0 0 15.4497745474276 363.372706417739 107.210536810441
"1693" "1" "8" "land" "DE3_4" "spruce" 0 0 0 0 0.00347294770911679 0.0120568452968886
"5437" "2" "8" "land" "DE3_4" "spruce" 122.658892660366 0 20.8255386099614 68.2125992797767 74.7691666732155 72.8536764000457
"7309" "3" "8" "land" "DE3_4" "spruce" 0 0 0 1.65274315947316 3.31612544983559 2.74152537685997
"9181" "4" "8" "land" "DE3_4" "spruce" 0 0 0 195.023692817833 392.598351292511 324.567670132996
"11053" "5" "8" "land" "DE3_4" "spruce" 0 120.908545809263 25.394855098223 0 56.5377460391763 118.194939781358
"12925" "6" "8" "land" "DE3_4" "spruce" 0 0 0 0 457.000474011154 1554.94760851348
"14797" "7" "8" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"16669" "8" "8" "land" "DE3_4" "spruce" 0 0 0 0 26.6350110536071 25.6274813029012
"18541" "9" "8" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"3565" "10" "8" "land" "DE3_4" "spruce" 0 0 0 0 15.4497745474276 363.372706417739
"1797" "1" "9" "land" "DE3_4" "spruce" 0 0 0 0 0 0.00347294770911679
"5541" "2" "9" "land" "DE3_4" "spruce" 0 51.0049208328716 0 8.65982828529331 28.3646635854035 31.0910635518838
"7413" "3" "9" "land" "DE3_4" "spruce" 0 9.17735599761012 0 1.55816979527769 6.75641965234854 8.91036525847905
"9285" "4" "9" "land" "DE3_4" "spruce" 0 20.8255386099614 0 3.53584684313014 11.9937319808047 13.5246387602389
"11157" "5" "9" "land" "DE3_4" "spruce" 0 0 0.707067519352415 0.148507924551012 97.3056902854304 196.214796912047
"13029" "6" "9" "land" "DE3_4" "spruce" 0 0 83.433967283585 17.5239350970194 0 40.9426231102108
"14901" "7" "9" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"16773" "8" "9" "land" "DE3_4" "spruce" 0 0 36.7675110063256 7.72241207665261 0 271.363876915474
"18645" "9" "9" "land" "DE3_4" "spruce" 0 0 0 0 0 227.536100984457
"3669" "10" "9" "land" "DE3_4" "spruce" 0 0 0 0 0 15.4497745474276
"133" "1" "10" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"3877" "2" "10" "land" "DE3_4" "spruce" 135.115494979525 0 25.6100657346486 0 53.0010289652887 112.184256264244
"5749" "3" "10" "land" "DE3_4" "spruce" 0 0 9.17735599761012 0 1.55816979527769 6.75641965234854
"7621" "4" "10" "land" "DE3_4" "spruce" 0 0 20.8255386099614 0 3.53584684313014 11.9937319808047
"9493" "5" "10" "land" "DE3_4" "spruce" 0 0 0 0.707067519352415 0.148507924551012 97.3056902854304
"11365" "6" "10" "land" "DE3_4" "spruce" 0 0 0 83.433967283585 17.5239350970194 0
"13237" "7" "10" "land" "DE3_4" "spruce" 34.4441594355564 0 0 0 0 0
"15109" "8" "10" "land" "DE3_4" "spruce" 0 0 0 36.7675110063256 7.72241207665261 0
"16981" "9" "10" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2005" "10" "10" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"237" "1" "11" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"3981" "2" "11" "land" "DE3_4" "spruce" 0 135.115494979525 0 25.6100657346486 0 53.0010289652887
"5853" "3" "11" "land" "DE3_4" "spruce" 0 0 0 9.17735599761012 0 1.55816979527769
"7725" "4" "11" "land" "DE3_4" "spruce" 0 0 0 20.8255386099614 0 3.53584684313014
"9597" "5" "11" "land" "DE3_4" "spruce" 0 0 0 0 0.707067519352415 0.148507924551012
"11469" "6" "11" "land" "DE3_4" "spruce" 0 0 0 0 83.433967283585 17.5239350970194
"13341" "7" "11" "land" "DE3_4" "spruce" 0 34.4441594355564 0 0 0 0
"15213" "8" "11" "land" "DE3_4" "spruce" 0 0 0 0 36.7675110063256 7.72241207665261
"17085" "9" "11" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2109" "10" "11" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"341" "1" "12" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"4085" "2" "12" "land" "DE3_4" "spruce" 0 0 135.115494979525 0 25.6100657346486 0
"5957" "3" "12" "land" "DE3_4" "spruce" 0 0 0 0 9.17735599761012 0
"7829" "4" "12" "land" "DE3_4" "spruce" 0 0 0 0 20.8255386099614 0
"9701" "5" "12" "land" "DE3_4" "spruce" 0 0 0 0 0 0.707067519352415
"11573" "6" "12" "land" "DE3_4" "spruce" 0 0 0 0 0 83.433967283585
"13445" "7" "12" "land" "DE3_4" "spruce" 0 0 34.4441594355564 0 0 0
"15317" "8" "12" "land" "DE3_4" "spruce" 0 0 0 0 0 36.7675110063256
"17189" "9" "12" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2213" "10" "12" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"445" "1" "13" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"4189" "2" "13" "land" "DE3_4" "spruce" 0 0 0 135.115494979525 0 25.6100657346486
"6061" "3" "13" "land" "DE3_4" "spruce" 0 0 0 0 0 9.17735599761012
"7933" "4" "13" "land" "DE3_4" "spruce" 0 0 0 0 0 20.8255386099614
"9805" "5" "13" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"11677" "6" "13" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"13549" "7" "13" "land" "DE3_4" "spruce" 0 0 0 34.4441594355564 0 0
"15421" "8" "13" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"17293" "9" "13" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2317" "10" "13" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"549" "1" "14" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"4293" "2" "14" "land" "DE3_4" "spruce" 0 0 0 0 121.603945481573 0
"6165" "3" "14" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"8037" "4" "14" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"9909" "5" "14" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"11781" "6" "14" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"13653" "7" "14" "land" "DE3_4" "spruce" 0 0 0 0 30.9997434920008 0
"15525" "8" "14" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"17397" "9" "14" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2421" "10" "14" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"653" "1" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"4397" "2" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 109.443550933415
"6269" "3" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"8141" "4" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"10013" "5" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"11885" "6" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"13757" "7" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 27.8997691428007
"15629" "8" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"17501" "9" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2525" "10" "15" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"757" "1" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"4501" "2" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"6373" "3" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"8245" "4" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"10117" "5" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"11989" "6" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"13861" "7" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"15733" "8" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"17605" "9" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2629" "10" "16" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"861" "1" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"4605" "2" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"6477" "3" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"8349" "4" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"10221" "5" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"12093" "6" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"13965" "7" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"15837" "8" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"17709" "9" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2733" "10" "17" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"965" "1" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"4709" "2" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"6581" "3" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"8453" "4" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"10325" "5" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"12197" "6" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"14069" "7" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"15941" "8" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"17813" "9" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"2837" "10" "18" "land" "DE3_4" "spruce" 0 0 0 0 0 0
"48" "1" "1" "national" "DE3_4" "spruce" 159.007368621466 0 0 0 0 0
"3792" "2" "1" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"5664" "3" "1" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"7536" "4" "1" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"9408" "5" "1" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"11280" "6" "1" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"13152" "7" "1" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"15024" "8" "1" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"16896" "9" "1" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"1920" "10" "1" "national" "DE3_4" "spruce" 0 0 0 0 0 3.26871736189483
"1088" "1" "2" "national" "DE3_4" "spruce" 0 159.007368621466 0 0 0 0
"4832" "2" "2" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"6704" "3" "2" "national" "DE3_4" "spruce" 41.5617952981924 0 0 7.47023879839454 2.50133664584474 2.14928274318093
"8576" "4" "2" "national" "DE3_4" "spruce" 0 0 31.9640025508228 0 0 0
"10448" "5" "2" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"12320" "6" "2" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"14192" "7" "2" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"16064" "8" "2" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"17936" "9" "2" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"2960" "10" "2" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"1192" "1" "3" "national" "DE3_4" "spruce" 0 0 14.3567130101153 8.65577927390652 4.49825245471196 2.5478880635923
"4936" "2" "3" "national" "DE3_4" "spruce" 0 0 28.171663265132 1.52512579474157 0.919510770670355 0.477853171899942
"6808" "3" "3" "national" "DE3_4" "spruce" 0 41.5617952981924 31.9172670008443 6.13198312711959 9.98566303199192 4.4212904833058
"8680" "4" "3" "national" "DE3_4" "spruce" 0 0 0 16.5223356145502 0.884348126680614 0.533180692575439
"10552" "5" "3" "national" "DE3_4" "spruce" 0 0 0 31.7770785592975 0 0
"12424" "6" "3" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"14296" "7" "3" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"16168" "8" "3" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"18040" "9" "3" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"3064" "10" "3" "national" "DE3_4" "spruce" 0 0 0 0 0 0
"1296" "1" "4" "national" "DE3_4" "spruce" 0 0 28.171663265132 9.43300684238059 8.10534593826706 5.99479117255616
"5040" "2" "4" "national" "DE3_4" "spruce" 0 0 0 7.12940821096967 2.28518573816491 1.20409885265706
"6912" "3" "4" "national" "DE3_4" "spruce" 0 0 8.57167008749549 7.34068389098348 4.03873307442192 3.11024023735452
