"vol" "age" "siteclass" "species" "step0.nomgmt" "step0.finalfell" "step0.thin" "step1.nomgmt" "step1.finalfell" "step1.thin" "step2.nomgmt" "step2.finalfell" "step2.thin" "step3.nomgmt" "step3.finalfell" "step3.thin" "step4.nomgmt" "step4.finalfell" "step4.thin" "step5.nomgmt" "step5.finalfell" "step5.thin" "step6.nomgmt" "step6.finalfell" "step6.thin"
"757" "11" "21" "I" "kuusi" 515.119814223079 12746.548361563 133.35202291278 132.113187925447 3269.11738317002 34.2008992410553 57.9335942173706 1433.55650483887 14.9976020533135 34.9737938929043 865.420321514144 9.05386676221642 19.9941431292603 494.751522477374 5.17599859115471 17.931130124557 443.702631891315 4.64193457366494 14.9981175449493 371.125756262042 3.88264877273098
"169" "1" "22" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.2670673409559 0 0 0 0 0
"1069" "2" "22" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1369" "3" "22" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0.104933568006425 0 0 56.0842625872266 0 0 0.37034226875707 0 0
"1669" "4" "22" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1969" "5" "22" "I" "kuusi" 0 0 0 0 0 0 4.81582632106088 4.78846367150941 0 0.0379654138095822 0.0377497012311187 0 0.261947611195291 0.260459272495318 0 28.7663177215702 28.6028727345159 0 0.481311658018393 0.478576932688744 0
"2269" "6" "22" "I" "kuusi" 217.559140220112 83.6765923923509 40.3169036072237 0 0 0 35.6338998066203 13.7053460794694 6.60348492919889 0.366715423853022 0.141044393789624 0.0679577533713645 1.63318396419612 0.628147678536969 0.302652972385995 6.26172980836878 2.40835761860338 1.16039048896345 2.28943800562192 0.880553079085355 0.424266483559309
"2569" "7" "22" "I" "kuusi" 910.15902531021 737.35525228641 0 3.95562983919059 3.20460969667793 0 59.2957933559939 48.0378301524065 0 7.30761617224844 5.92018429357881 0 7.39103813612062 5.98776767352302 0 12.1247588165056 9.82273904607965 0 6.40385078515833 5.18800877647242 0
"2869" "8" "22" "I" "kuusi" 969.236640891803 1780.14323448561 186.545959443166 84.8411027295329 155.822952474551 16.3291029673977 112.139910875963 205.961160814131 21.5832196015409 40.9219294716309 75.1590404423775 7.87611639251176 31.0924526948187 57.1057850818745 5.98426759233886 24.4078295343126 44.8285081071703 4.69769897907921 19.7559826902101 36.2847187599444 3.80237249625319
"3169" "9" "22" "I" "kuusi" 528.497421542212 2042.49888451902 227.033405613203 140.885763108157 544.485180558328 60.522101522316 75.9785755936224 293.636543096971 32.6390897429999 34.4450803780411 133.120873218295 14.7970143014644 23.7359047381635 91.732820208048 10.1965365739924 15.9873099665282 61.7866075444714 6.867873484989 13.2466630275447 51.1947520546197 5.69053868111213
"469" "10" "22" "I" "kuusi" 370.201062170068 6167.2013323943 221.756675583616 46.1288906951878 768.463911177387 27.6319829796316 19.475087786448 324.436636245796 11.665905815899 8.81063704130784 146.776922199737 5.27772008162613 5.77121546355925 96.1430188443012 3.45705533034836 3.62938016774155 60.4620583070571 2.17405988980587 3.06427385035007 51.0479188307091 1.83555168142459
"769" "11" "22" "I" "kuusi" 434.437764447407 10750.0853621214 112.465397601031 35.5778201667565 880.366844437018 9.21023451062491 11.1336327246553 275.499765387089 2.8822274065306 5.02742955213635 124.402851824499 1.30147954382229 3.0804523112184 76.2252456152458 0.797454370507728 1.80490806827333 44.6621297515419 0.467246911165436 1.58265363563489 39.1624832693533 0.409710630526787
"181" "1" "23" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.633533670478 0 0
"1081" "2" "23" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1381" "3" "23" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.104933568006425 0 0 66.7177962577046 0 0
"1681" "4" "23" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1981" "5" "23" "I" "kuusi" 0 0 0 17.2786729745245 0 0 0 0 0 4.89399053582562 0 0 0.0453956430775486 0 0 0.241971678677694 0 0 12.8257320902287 0 0
"2281" "6" "23" "I" "kuusi" 0 0 0 36.0327318799406 37.6461377850126 0 0 0 0 6.57469268156614 6.86908190611388 0 0.0660412629807631 0.0689983344575137 0 0.307093982692567 0.320844459529548 0 5.0565700672919 5.28298365239452 0
"2581" "7" "23" "I" "kuusi" 104.442206498439 207.266118974853 0 237.731667222622 471.77976868375 0 3.3983408196341 6.74402558366005 0 22.6247280566831 44.8988941768502 0 2.63659695440133 5.23234079747106 0 2.65868849218671 5.27618157269473 0 5.74940735117981 11.4097297255237 0
"2881" "8" "23" "I" "kuusi" 225.912821925231 1068.1041793799 38.846258279512 91.56106121075 432.895978697605 15.7441467988753 8.27166246173971 39.1079938292659 1.42233244510589 9.98409301637013 47.2042772394388 1.71678903700716 3.35254656368783 15.8506673756916 0.576478522100931 2.54750777221292 12.0444854582178 0.438050147154551 2.8059776571303 13.2665177535581 0.482494671468888
"3181" "9" "23" "I" "kuusi" 249.323437759593 2407.44680524843 73.72865342318 99.5691672634357 961.431768242903 29.4440855250803 13.4886521414472 130.245326299191 3.98879530869267 11.2572399357009 108.698991810189 3.32893348968328 4.34626513487598 41.967182097854 1.28525532414448 3.16537055040643 30.5645601852777 0.936047209857137 2.39478633519302 23.1238617745684 0.708173982023559
"481" "10" "23" "I" "kuusi" 229.936283027887 3657.70036763709 90.6479577321468 52.7406930145671 838.970038518978 20.7920039768965 6.85266286582708 109.008405083198 2.70153055287411 4.68119310083702 74.4658541942038 1.84547035706073 1.79490514484884 28.5523672981661 0.707606835950018 1.27517093821439 20.2847203933502 0.502711619872978 0.963974533435045 15.3343785456884 0.380028421834966
"781" "11" "23" "I" "kuusi" 368.388827315842 9899.49436889717 255.273585733384 30.6172125339815 822.758185365963 21.2160767351655 3.49559489732164 93.9350475260547 2.42225870478304 1.56841838776102 42.1471766960052 1.08682933923688 0.691572565043941 18.5842191882399 0.479222482831278 0.460024332198636 12.361960918678 0.31877204762312 0.299834816205682 8.05728310561013 0.207769353968252
"193" "1" "24" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1093" "2" "24" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1393" "3" "24" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.104933568006425 0 0
"1693" "4" "24" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1993" "5" "24" "I" "kuusi" 0 0 0 0 0 0 5.75955765817482 0 0 0 0 0 1.63133017860854 0 0 0.0151318810258495 0 0 0.080657226225898 0 0
"2293" "6" "24" "I" "kuusi" 197.335120947699 206.171021885655 0 0 0 0 6.9889626482294 7.30190127426952 0 0 0 0 1.84294305491354 1.92546289319325 0 0.0172849530414043 0.0180589061626612 0 0.0904436748601439 0.0944933916449265 0
"2593" "7" "24" "I" "kuusi" 196.975057515874 390.898058121492 0 8.00179858550992 15.8796122108153 0 22.513515063514 44.6781913954123 0 0.269205595654742 0.534239948468589 0 2.88444106645733 5.72418876716503 0 0.194750346536908 0.386483107251433 0 0.244169986069287 0.48455664696706 0
"2893" "8" "24" "I" "kuusi" 279.842111129128 1323.07907942667 48.1195305063466 38.5426578478962 182.227699963716 6.62750360417245 37.2355747433922 176.047878407684 6.40274749056348 1.46909483961799 6.94580469018593 0.25261442485007 3.83148029884829 18.1150413931177 0.658832340783132 0.70223111192913 3.32011250689585 0.120750344816357 0.608311612383936 2.87606595329789 0.10460065881924
"3193" "9" "24" "I" "kuusi" 218.322307470228 2108.10241651035 64.5611575336225 23.4249267521282 226.189184536141 6.9270996802008 12.1053838802562 116.888600649448 3.57974228448812 0.987220882153834 9.53252441957531 0.291935916360297 1.2751453049718 12.3126991921311 0.377079455903835 0.373641019858441 3.60784725114901 0.110491213763824 0.288544784158209 2.78616493112289 0.0853269896301532
"493" "10" "24" "I" "kuusi" 194.836424273285 3099.35105199148 76.810513415429 30.3845061955992 483.340071512924 11.9785072501881 7.63881278613686 121.514047144857 3.01145504068855 0.907578151552445 14.4372558122554 0.357795232823557 0.733160932876351 11.6627222916087 0.28903459853779 0.264859563097207 4.21324076633595 0.104415789297936 0.192508249424213 3.06231572251135 0.0758926752537759
"793" "11" "24" "I" "kuusi" 304.008234707762 8169.43290467277 210.661307868033 21.1086651003345 567.240632182744 14.6271662728459 2.83774366549194 76.2570017163573 1.96640328687615 0.352054476293925 9.46055104605199 0.243954761581267 0.220505457622304 5.92551232334623 0.15279838764699 0.0886594224701627 2.38249205299747 0.0614361973133491 0.0622207009860895 1.67201997826208 0.0431155894799872
"205" "1" "25" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1105" "2" "25" "I" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1405" "3" "25" "I" "kuusi" 0 0 0 0 0 0 10.6866594479579 0 0 13.0270666720727 0 0 13.9734935703346 0 0 14.3047186293444 0 0 14.4107785548912 0 0
"1705" "4" "25" "I" "kuusi" 0 0 0 0 0 42.7466377918318 0 0 41.4216072403329 0 0 42.8669076092658 0 0 43.2453809470428 0 0 43.3383955902204 0 0 43.4084993560528
"2005" "5" "25" "I" "kuusi" 0 386.078863994739 199.484309695215 0 84.5523118586861 43.6876015168092 0 34.1917344250025 17.6666354342223 0 11.9662271574962 6.18286776818165 0 3.83164596662769 1.9797852768744 0 1.59107432439548 0.822097226436456 0 0.592950150639355 0.306373289281066
"2305" "6" "25" "I" "kuusi" 0 0 0 23.7734831698475 140.2635507021 47.5469663396949 3.91219331744753 23.0819405729404 7.82438663489503 1.83673053538533 10.8367101587734 3.67346107077064 0.324787354965552 1.91624539429675 0.6495747099311 0.363266425269776 2.14327190909167 0.726532850539548 0.0638120626637202 0.376491169715948 0.12762412532744
"2605" "7" "25" "I" "kuusi" 111.815694275756 873.546800137166 0 17.4968510593274 136.692065942536 0 3.47462024964675 27.1450570550974 0 1.96221556680708 15.329575518589 0 0.280732457916372 2.19318890694095 0 0.221860834692061 1.7332613590276 0 0.0558447016923361 0.436280083792603 0
"2905" "8" "25" "I" "kuusi" 119.347464149071 730.460190900475 13.8225057750415 57.2232641329325 350.232128855964 6.62744620996906 8.74213676231782 53.5058112362115 1.01249102144648 4.3872544630344 26.8519717234562 0.508120139663153 0.581285416789132 3.55772834842218 0.0673229304686293 0.45272437439931 2.77087691227322 0.0524333325743745 0.104417947126921 0.639084827948228 0.0120934088333629
"3205" "9" "25" "I" "kuusi" 475.383910069958 6506.53158163658 299.400443361368 50.4639744942052 690.695323981683 31.7825993208696 6.84728347817016 93.7180776534406 4.31247180596293 2.60742148415649 35.6875146043653 1.64217410781009 0.359794628388723 4.92447275333723 0.226601424610205 0.247494883683066 3.3874374855059 0.155874181550392 0.068634851541836 0.939398283572904 0.0432267574614448
"505" "10" "25" "I" "kuusi" 131.294819257186 7820.27276658166 70.2648115290749 12.5865642814074 749.689640700219 6.73592889677766 1.54713469024652 92.1515056939795 0.827977280712965 0.400885366099573 23.8778112401265 0.21454109806552 0.0679772354316251 4.04890707798703 0.0363792544358849 0.0352365706605547 2.09878497478783 0.0188574919437219 0.0125625716295963 0.74826057379097 0.00672308879259741
"805" "11" "25" "I" "kuusi" 194.874502193095 16338.1889231224 0 10.7775675085279 903.586318909783 0 0.954766969902921 80.0472250411411 0 0.18164650958619 15.2291600873688 0 0.0277870786898609 2.32965593829597 0 0.0147744080624787 1.23867959859056 0 0.00536144855897504 0.449501389213762 0
"4" "1" "1" "II" "kuusi" 47134.1834495705 0 0 45550.3677380853 0 0 27259.8475220694 0 0 22958.011370203 0 0 20788.6666304651 0 0 21646.2780609217 0 0 20202.1357163327 0 0
"904" "2" "1" "II" "kuusi" 1100.15836913036 0 1124.40619212757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1204" "3" "1" "II" "kuusi" 0 0 287.390514348828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1504" "4" "1" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1804" "5" "1" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2104" "6" "1" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2404" "7" "1" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2704" "8" "1" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3004" "9" "1" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"304" "10" "1" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"604" "11" "1" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"136" "1" "2" "II" "kuusi" 9669.26928712457 0 0 27099.0541834151 0 0 25578.2834221556 0 0 15307.4528393159 0 0 12891.8063848063 0 0 11673.6358771073 0 0 12155.2176803637 0 0
"1036" "2" "2" "II" "kuusi" 2372.80037804542 0 2425.09761559679 7404.12232557226 0 7567.31141964973 6584.79599163218 0 6729.92688565429 3940.70440282623 0 4027.55871900943 3318.8276791882 0 3391.9756444096 3005.22554475908 0 3071.46162414609 3129.20250894344 0 3198.17107809521
"1336" "3" "2" "II" "kuusi" 0 0 645.574500751404 0 0 6811.34374773928 0 0 6073.38236507804 0 0 3634.64633627592 0 0 3061.06818269373 0 0 2771.82221739534 0 0 2886.17040812289
"1636" "4" "2" "II" "kuusi" 0 0 0 738.611499106866 0 0 583.979073565196 0 0 349.485224641915 0 0 294.333479105167 0 0 266.521367057245 0 0 277.516385396432 0 0
"1936" "5" "2" "II" "kuusi" 0 0 0 25.6953496940591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2236" "6" "2" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2536" "7" "2" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2836" "8" "2" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3136" "9" "2" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"436" "10" "2" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"736" "11" "2" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"220" "1" "3" "II" "kuusi" 1417.55883708105 0 0 2964.3056134121 0 0 8496.65823604529 0 0 7918.67899701223 0 0 4738.97342115816 0 0 3991.12304637645 0 0 3613.99448560132 0 0
"1120" "2" "3" "II" "kuusi" 1856.00226724071 0 385.36210555316 6409.60410876775 0 1330.82732640681 20232.6089533502 0 4200.90046478676 18658.899555759 0 3874.15088172394 11166.5126337568 0 2318.50515281316 9404.34181826426 0 1952.62528952393 8515.70825479162 0 1768.11813286289
"1420" "3" "3" "II" "kuusi" 1116.83744112223 0 383.335088152522 2435.09797344856 0 835.805160126049 8864.97266277061 0 3042.74816730554 8061.93063835652 0 2767.11791541352 4824.70308908939 0 1655.99568555601 4063.32384242035 0 1394.66545978376 3679.37289556932 0 1262.88095414479
"1720" "4" "3" "II" "kuusi" 745.828286034069 0 204.354813329536 801.422727005434 0 219.587530859298 3010.21796221656 0 824.791096380972 2720.45263871054 0 745.396228013456 1628.06861513557 0 446.086135594096 1371.14551897228 0 375.689943414685 1241.58345581997 0 340.190309348954
"2020" "5" "3" "II" "kuusi" 240.825299787634 0 56.8077623050457 93.9335567125215 0 22.1577847796639 699.497143121555 0 165.002877498954 591.727938598348 0 139.581431497405 354.122572039139 0 83.5332123202605 298.239013579887 0 70.3509598388443 270.057860392818 0 63.7033681898572
"2320" "6" "3" "II" "kuusi" 0 0 0 0 0 0 18.8548687279313 0 39.369914576561 11.7277093350847 0 24.4880471650825 7.01850685587894 0 14.6549954474956 5.91092668690337 0 12.3423123273705 5.35239234747652 0 11.1760645242906
"2620" "7" "3" "II" "kuusi" 0 0 0 0 0 0 0 0 48.8031550833374 0 0 36.2157565001672 0 0 21.6735023033746 0 0 18.2532390142739 0 0 16.5284568717671
"2920" "8" "3" "II" "kuusi" 0 0 0 0 0 0 1.71302331293727 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3220" "9" "3" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"520" "10" "3" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"820" "11" "3" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"232" "1" "4" "II" "kuusi" 338.316954239015 0 0 251.570364088494 0 0 599.320875323569 0 0 1771.75237686029 0 0 1645.51114587016 0 0 984.764452182045 0 0 829.360232916331 0 0
"1132" "2" "4" "II" "kuusi" 1269.86705362459 0 263.662739100465 746.856810271255 0 155.07002229083 2060.99527140515 0 427.924842195676 6366.54451046804 0 1321.88685378028 5884.76049714748 0 1221.85394699343 3521.76462720432 0 731.224662790826 2966.00016889594 0 615.831182068558
"1432" "3" "4" "II" "kuusi" 2100.58023079854 0 720.987744765696 1619.08732995805 0 555.723654583473 4627.32119754538 0 1588.24777345279 14654.779315057 0 5029.99891814904 13510.0300953358 0 4637.08359592147 8085.14571243512 0 2775.08608709252 6809.24084573686 0 2337.15386299144
"1732" "4" "4" "II" "kuusi" 1545.84707670659 0 423.557669656354 1269.44954171747 0 347.82553703935 2974.68023963511 0 815.053862220942 9991.81091781833 0 2737.72756165152 9154.48408341074 0 2508.30240824113 5478.54721375467 0 1501.10623872576 4613.98579444532 0 1264.21888708835
"2032" "5" "4" "II" "kuusi" 1553.50611179591 0 366.453217399335 685.048568596319 0 161.594634311879 1003.90732765756 0 236.809541589504 3686.21151709212 0 869.532511134626 3340.40550536812 0 787.961074350386 1999.08253785799 0 471.559282762015 1683.61028420873 0 397.14321096662
"2332" "6" "4" "II" "kuusi" 110.245766239744 0 230.198706865377 156.239835079471 0 326.236636769713 210.949968699665 0 440.474148479803 839.423978020198 0 1752.75950127488 751.257028095772 0 1568.66247375972 449.593560990087 0 938.773976406973 378.643867205201 0 790.627445988218
"2632" "7" "4" "II" "kuusi" 0 0 628.322720758119 0 0 97.2253337952106 0 0 110.752494226881 0 0 499.464582068704 0 0 438.200205793232 0 0 262.243125296996 0 0 220.858926208291
"2932" "8" "4" "II" "kuusi" 0 0 0 33.5834850126596 0 0 15.7581137564173 0 0 111.356467820117 0 0 92.8454645477661 0 0 55.5638369648471 0 0 46.7953901715085 0 0
"3232" "9" "4" "II" "kuusi" 0 0 0 1.40014709178857 0 0 0.546125329723962 0 0 12.5780551979184 0 0 9.01021325004846 0 0 5.39220760521514 0 0 4.54127131161689 0 0
"532" "10" "4" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0.311458784170413 0 0 0 0 0 0 0 0 0 0 0
"832" "11" "4" "II" "kuusi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"244" "1" "5" "II" "kuusi" 0 0 0 64.4978242863728 0 0 43.5686128263562 0 0 110.062041162776 0 0 331.46134614006 0 0 307.217688521099 0 0 183.855976604236 0 0
"1144" "2" "5" "II" "kuusi" 1674.44931370307 57.4351360194732 348.459951382271 264.012666717904 9.05587484775648 54.942147400909 176.044052353385 6.03847128102976 36.6355084159191 464.225871293532 15.9233700556377 96.607358143074 1420.16539345747 48.7129660335857 295.54239707893 1314.0548525768 45.0732778694198 273.460346810922 786.402760189544 26.9743306817021 163.6537250426
"1444" "3" "5" "II" "kuusi" 693.014725600716 0 249.286390999675 851.459396358585 0 306.280995424744 580.333569448783 0 208.753516714157 1592.132579625 0 572.71075217584 4967.11868090461 0 1786.7370546224 4586.34300986107 0 1649.76710390073 2744.72012721399 0 987.311451750539
"1744" "4" "5" "II" "kuusi" 2576.87533391743 0 297.023587400683 1508.33717315946 0 173.858514723158 1072.97617696377 0 123.676620705106 2944.86936805369 0 339.440427176566 9304.02658762635 0 1072.42881250563 8579.17469910907 0 988.87874493823 5134.25040841919 0 591.799477006036
"2044" "5" "5" "II" "kuusi" 2332.48058140919 33.0875128072475 601.814590088394 1782.99299771177 25.2927308879795 460.038642379651 1341.45117529041 19.0292186337958 346.114302350698 3441.0662375367 48.813406684953 887.846134161175 11188.7378632948 158.718366317561 2886.86034279313 10284.6632887064 145.893573989674 2653.59569148076 6154.9086645803 87.3107458599728 1588.05773755596
"2344" "6" "5" "II" "kuusi" 858.527498473188 0 566.224038026142 1340.40639057565 0 884.037285255917 890.682929407441 0 587.431486803779 1830.86737749301 0 1207.51067545078 6261.29712825361 0 4129.50889697328 5719.35922267168 0 3772.08497076969 3422.77939950886 0 2257.42329314932
"2644" "7" "5" "II" "kuusi" 273.087402886096 0 678.446029630438 373.289305376986 0 927.383117858985 198.1976462446 0 492.393295170895 336.60451769854 0 836.245085546823 1222.28059420883 0 3036.57879298516 1107.18605215891 0 2750.6431025774 662.601082255997 0 1646.13625064542
"2944" "8" "5" "II" "kuusi" 191.392705677664 0 526.240948344974 105.746751461077 0 290.75439722869 54.4246741518041 0 149.642547962338 82.0509908019955 0 225.60207328385 310.198850034431 0 852.902603783451 279.488322266522 0 768.462931960341 167.261197384674 0 459.890521017379
"3244" "9" "5" "II" "kuusi" 0 0 315.37949108482 0 0 129.159780294147 0 0 72.3701732059877 0 0 76.898235518294 0 0 342.500886894788 0 0 301.148116756715 0 0 180.223610741182
"544" "10" "5" "II" "kuusi" 0 0 0 0 0 0 0 0 2.84234767408007 0 0 1.24500866154416 0 0 15.8508969477167 0 0 11.9694764742832 0 0 7.16319362083094
"844" "11" "5" "II" "kuusi" 0 0 0 0 0 0 4.30557500162302 0 0 2.02027099441247 0 0 14.5100643214762 0 0 11.903264685611 0 0 7.12356884164706 0 0
"256" "1" "6" "II" "kuusi" 0 0 0 40.9952883979142 0 0 14.0517613749743 0 0 9.43577896967944 0 0 24.3140469771588 0 0 73.7651462610576 0 0 68.3150629802378 0 0
"1156" "2" "6" "II" "kuusi" 230.787864175806 7.91623386990842 48.027926120062 200.558143782896 6.87932693675218 41.7369940433441 61.7480134851537 2.11801308312458 12.8500215568807 41.6087263795304 1.42721719890123 8.65895112657948 110.781593574363 3.79990952447897 23.0541159980544 340.884180188803 11.6926377500982 70.9394329726723 315.215986850412 10.8121953481098 65.5977738793994
"1456" "3" "6" "II" "kuusi" 185.91475476464 0 66.8759501592022 478.613069816239 0 172.163332830113 173.306668341601 0 62.3406578404325 117.346295289215 0 42.2109853790969 315.929798837251 0 113.644048895388 977.538128702202 0 351.633151745103 903.393759257857 0 324.962459782958
"1756" "4" "6" "II" "kuusi" 2572.45213460185 0 296.513747242252 1248.45574022173 0 143.90327610762 657.240991047424 0 75.7568961052196 449.749273201457 0 51.8403590576754 1221.3243026727 0 140.775970410645 3804.35039996957 0 438.508525676466 3513.2699676499 0 404.957133767144
"2056" "5" "6" "II" "kuusi" 2137.64567322217 30.3236730688511 551.544293589445 1470.17800151168 20.8552790714178 379.327733053273 968.934721106146 13.7448689817676 249.999531251236 684.378139400649 9.70827823086888 176.579712050604 1836.59779627662 26.0531442749896 473.869475584526 5814.55224060321 82.4826038264957 1500.24073131278 5360.08152950454 76.0356882149148 1382.98054621756
"2356" "6" "6" "II" "kuusi" 1791.87034936705 0 1181.79099288292 1840.09753774947 0 1213.59823656132 1410.91389706634 0 930.539051486252 1003.84245034537 0 662.063506163121 2541.7737419792 0 1676.37425066965 8227.42242436048 0 5426.22613248037 7564.8697760777 0 4989.2532497448
"2656" "7" "6" "II" "kuusi" 909.788285448954 0 2260.23699205407 692.017316896451 0 1719.21661754472 753.117566309521 0 1871.01132204457 502.226367569908 0 1247.70854112095 1113.20976133614 0 2765.60813403527 3738.54245809503 0 9287.86630395147 3421.84429078404 0 8501.07565768722
"2956" "8" "6" "II" "kuusi" 367.841989072093 0 1011.39443368552 433.691273416447 0 1192.44934755235 424.200711093716 0 1166.35471401155 262.120088878738 0 720.708365887915 536.54174297246 0 1475.2403162324 1840.92518462128 0 5061.68827885643 1679.95266127952 0 4619.08868739905
"3256" "9" "6" "II" "kuusi" 0 0 691.717961574726 0 0 650.613322639141 0 0 487.683397077152 0 0 282.365490649641 0 0 480.875178369336 0 0 1752.76205175187 0 0 1585.5545381799
"556" "10" "6" "II" "kuusi" 0 0 379.716231613042 0 0 174.900146489439 0 0 146.542329316784 0 0 84.8927886820648 0 0 140.427031315456 0 0 520.413301795525 0 0 469.217185054945
"856" "11" "6" "II" "kuusi" 0 0 0 62.452604002421 0 0 34.7422536341458 0 0 22.9728951091596 0 0 27.8106448415157 0 0 116.273877905209 0 0 102.922736565989 0 0
"268" "1" "7" "II" "kuusi" 0 0 0 2.66821811778122 0 0 4.59623791340324 0 0 1.49454349621417 0 0 1.0052627831255 0 0 2.63156460973407 0 0 8.03914329076277 0 0
"1168" "2" "7" "II" "kuusi" 312.765402455827 13.0303405379764 37.6018398381602 27.9154872277759 1.16300684796114 3.35610547554499 36.0348639701967 1.50127394233649 4.33224766217099 11.9662486110358 0.498534342799966 1.43862767493704 8.07931077650447 0.336597877845085 0.971325304638671 21.5805508170489 0.899082583736114 2.59449545592421 66.521939693 2.77141755654684 7.99751923460656
"1468" "3" "7" "II" "kuusi" 508.028111277568 33.5433330253551 133.972172682977 108.121713395117 7.13890148827388 28.5127939501673 142.166274256516 9.3867456869032 37.4906904196554 47.5361537619474 3.13864725393178 12.5357665434397 32.0962471895966 2.11920380869738 8.46410636637154 85.6560795739064 5.65557365628544 22.5883781414459 263.948135548515 17.4275793319005 69.6058041082204
"1768" "4" "7" "II" "kuusi" 2811.0603522243 0 302.594067551268 278.397100563826 0 29.9678059161661 309.860610122611 0 33.3546671513927 123.68242652731 0 13.3136837485171 84.10738193156 0 9.05366360762076 226.275842003167 0 24.3572598383199 701.344896982286 0 75.4956416948749
"2068" "5" "7" "II" "kuusi" 1610.3164244873 89.8090501148909 357.451492579353 1128.41023194525 62.932632077694 250.479915324136 785.998838276715 43.8359865077538 174.472826355914 390.419871411118 21.7741291489181 86.6638156615562 268.660781341349 14.9834959194886 59.636227903827 724.173716715727 40.3879340901069 160.749137244372 2262.99010858147 126.209351765013 502.329343291834
"2368" "6" "7" "II" "kuusi" 3887.47956807261 0 1492.30865282512 2099.71150543249 0 806.02806860459 1393.31963885343 0 534.861448607697 900.310133301028 0 345.607116031064 629.377660041981 0 241.602743250208 1649.94309496529 0 633.372938473482 5246.50863279444 0 2014.00678582154
"2668" "7" "7" "II" "kuusi" 3211.14522014443 29.8938374616427 2444.35852002537 2140.43126909036 19.9261322890675 1629.31946406784 1772.90322991548 16.5046665151852 1349.55314011912 1423.37791618574 13.2507953256111 1083.49068575855 986.182715125766 9.18077002824717 750.692963649583 2428.76965623537 22.6103898633411 1848.80576722437 7900.55071344747 73.5493920996327 6013.98477034283
