"vol" "age" "siteclass" "species" "step0.nomgmt" "step0.finalfell" "step0.thin" "step1.nomgmt" "step1.finalfell" "step1.thin" "step2.nomgmt" "step2.finalfell" "step2.thin" "step3.nomgmt" "step3.finalfell" "step3.thin" "step4.nomgmt" "step4.finalfell" "step4.thin" "step5.nomgmt" "step5.finalfell" "step5.thin" "step6.nomgmt" "step6.finalfell" "step6.thin"
"1962" "5" "21" "II" "manty" 309.767451040021 7.0616363893253 29.663370692739 652.841448453873 14.882547902898 62.5161805220457 135.681181474481 3.09306599266641 12.9928472749267 237.00342240699 5.4028658803394 22.6954780132728 194.857715277262 4.44208818041675 18.6595997132792 116.586980274827 2.65778363629271 11.1643841282486 21.9681284658252 0.500798049823518 2.10367078890834
"2262" "6" "21" "II" "manty" 1079.34479662833 327.445540488159 75.8198488293673 917.517289270597 278.351223474601 64.4520846240593 356.585446149186 108.178882697424 25.0487654234679 616.285199136174 186.965129916206 43.291681008929 493.542353934874 149.728097400234 34.6694650153743 259.07005832892 78.5952140027998 18.1986819411869 61.2044236401919 18.5678530546805 4.29937695774693
"2562" "7" "21" "II" "manty" 1821.76283647302 1204.86800683553 340.532372993771 1509.35578085432 998.249857157278 282.135794767488 646.411511678416 427.520275459877 120.83024288085 835.654011577596 552.68049340764 156.204330150467 641.181352562128 424.061180091528 119.852597240404 419.944351332708 277.740605660649 78.4979491411284 164.740667322635 108.955323661153 30.794090893063
"2862" "8" "21" "II" "manty" 2052.60452676217 3032.71441758746 569.900832713736 2357.8943992727 3483.77889972936 654.6638497949 1188.29692006609 1755.70362184861 329.9278528461 1056.09881408911 1560.38148514528 293.223358776657 771.724928098681 1140.22028371357 214.267616296817 630.606976182946 931.719112749887 175.086547922922 319.296267727308 471.758871225888 88.6518598627569
"3162" "9" "21" "II" "manty" 2088.43480680403 5299.79051820483 641.428266765358 1333.25441851637 3383.38027243519 409.487080008458 746.232843032234 1893.70419080856 229.193095973173 632.86155931628 1606.00353933647 194.372978161513 439.443103002849 1115.16834664763 134.967693021962 384.068643913425 974.645390280147 117.960342253301 236.512674360066 600.194760652812 72.6409626427242
"462" "10" "21" "II" "manty" 516.752632846077 3348.03794860868 399.716420110163 408.32146465714 2645.51290503204 315.843178597806 238.008020327673 1542.05287690839 184.103007504602 204.608009635784 1325.6543601471 158.267565444301 135.586572992217 878.464787299804 104.878381118181 131.313462473605 850.779323761635 101.573061840314 93.7087593988936 607.138624251555 72.4852230236192
"762" "11" "21" "II" "manty" 208.76046133627 2255.72144505827 58.5301856602493 187.55806779934 2026.6230157787 52.585669049131 115.300643010723 1245.8591603194 32.3268496293137 99.8534306044446 1078.94724573475 27.9959135685028 66.0532393259786 713.72570988513 18.5193514924405 65.9463811947931 712.57107468002 18.4893916704629 50.5371539807814 546.069601863132 14.1691055207581
"174" "1" "22" "II" "manty" 0 0 0 0 0 0 73.1539615614088 0 0 15.7447660624196 0 0 113.990712396861 0 0 18.2260490368695 0 0 2.06041122046131 0 0
"1074" "2" "22" "II" "manty" 0 0 0 30.8551105751007 0 8.18038762658665 45.9874191603442 0 12.1923048618569 20.2561204996245 0 5.37035565289773 93.1752336246987 0 24.7028616667117 23.5472461146966 0 6.24290748490458 4.0826808548675 0 1.08241102773463
"1374" "3" "22" "II" "manty" 1081.48289240035 176.79058507667 254.94264629082 180.525070513434 29.5105295343522 42.5559567534006 197.73987375742 32.3246425997277 46.6140768820108 104.018690674496 17.0039908282209 24.5207764733143 463.251996224302 75.7280508327376 109.204399484119 121.574340888922 19.8738223295969 28.659245934526 21.9201412249203 3.58329717404566 5.16732983038344
"1674" "4" "22" "II" "manty" 591.9529336917 15.6589469270724 56.1037698472822 139.27100077678 3.68413954137051 13.1997456710818 115.15864650151 3.04629478312512 10.9144390229683 45.8828176746099 1.21373941396066 4.34865492887618 124.508223988563 3.29361940866126 11.8005678241749 59.7776714652748 1.58130035619728 5.66557327620396 21.9244327990171 0.579967612399364 2.07794110271086
"1974" "5" "22" "II" "manty" 335.49420897429 7.64811831116068 32.1269683198118 492.539165019967 11.2282051558204 47.1656133774747 498.761713326051 11.3700579341063 47.7614853983637 233.373073883913 5.32010637429569 22.347835374828 888.626890704949 20.2576480093912 85.0950245999584 285.196637970718 6.50150604928166 27.3104664936385 76.4712708681448 1.74328292816883 7.32289866960091
"2274" "6" "22" "II" "manty" 770.311148744384 233.692654314537 54.1114155845482 637.254558941612 193.32669609657 44.7646984315946 739.31454238776 224.289078595778 51.9340223960842 230.130634613619 69.8157347581003 16.1657979747682 388.620434606525 117.897476924879 27.2991009878523 307.601994869549 93.3185593518721 21.6078650895205 172.355158542883 52.2881364891876 12.1072914850794
"2574" "7" "22" "II" "manty" 1464.25245558051 968.419655038583 273.70487166493 804.642878120726 532.170511641722 150.407585012258 732.674418790399 484.572387224917 136.954906241014 306.064041963533 202.423040376962 57.2109126452972 408.694705238666 270.300373378177 76.395113029288 316.993618276101 209.65158657608 59.2539198265947 199.190811348128 131.739780307306 37.2336718638169
"2874" "8" "22" "II" "manty" 1958.90608620502 2894.27537203425 543.885680451681 934.446483398509 1380.64068636584 259.446874481601 902.487218100612 1333.42100844896 250.573459428327 436.031368751437 644.234484184246 121.063086873698 439.010939966054 648.636787922245 121.890357833203 325.897796307597 481.512601495177 90.4847587899677 246.090364647825 363.597462232085 68.3264125685486
"3174" "9" "22" "II" "manty" 1743.42322271675 4424.25965841477 535.463655529186 686.06459536694 1741.01610716112 210.713412198261 581.602798744853 1475.92493100916 178.629696234419 298.820915200187 758.313473736241 91.7779099858104 281.003275729708 713.097910188465 86.3055162265392 203.403747089422 516.174719306432 62.4721023247099 162.660535340679 412.78126570007 49.9584975862198
"474" "10" "22" "II" "manty" 463.940245722293 3005.86673358613 358.865194636332 199.43316670315 1292.12657641598 154.264741732939 144.454544067315 935.920331402346 111.737898470334 79.9075512663903 517.72065978028 61.8097679658746 69.1483535049185 448.011866612461 53.487356546727 48.0164507547194 311.098365186628 37.1414920449748 42.231982828415 273.620823905197 32.6671136581439
"774" "11" "22" "II" "manty" 507.495621853291 5483.64738303422 142.286584244466 74.2117038060112 801.880445549908 20.8067407694247 62.3286161967706 673.480003329706 17.4750786360214 36.0295998738083 389.310986247078 10.1016215253598 31.1443022666661 336.52383245663 8.73193028152302 21.0153615385498 227.077490606807 5.89207843619033 19.876381120567 214.770454408958 5.57274241393209
"186" "1" "23" "II" "manty" 378.52884005942 0 0 0 0 0 2.72679587552888 0 0 28.4487554744219 0 0 7.03837390510579 0 0 46.2311913545244 0 0 8.15631884059136 0 0
"1086" "2" "23" "II" "manty" 503.722842170302 0 172.370837983579 189.944734213166 0 64.9979120776545 54.6948338180762 0 18.7162335104251 68.9926413231083 0 23.6088547192466 33.3609771380231 0 11.4159198349157 150.782719879521 0 51.5969132292975 38.8963886613912 0 13.3101033878314
"1386" "3" "23" "II" "manty" 0 0 0 902.507878472867 117.539391887382 117.539391887382 158.018802741911 20.5798025968312 20.5798025968312 210.676356370904 27.4377336791637 27.4377336791637 97.1413982297306 12.6513475919267 12.6513475919267 450.23972906627 58.6376088456276 58.6376088456276 113.887858671093 14.832346587608 14.832346587608
"1686" "4" "23" "II" "manty" 0 0 0 56.3974824938285 0 6.01050770732263 16.848092125837 0 1.79556928958852 14.7229309213452 0 1.56908226864218 6.16593652270376 0 0.657128782240031 18.9416379294052 0 2.01868692944695 7.87006875261838 0 0.838745043272952
"1986" "5" "23" "II" "manty" 443.076201053054 150.000808822959 66.7849910532956 261.051188274649 88.3773249213696 39.3483135224567 178.925320807734 60.5741016472555 26.9694601536988 175.820599693417 59.523016806295 26.5014847324285 78.167793920302 26.4632410499243 11.7822519133636 275.944951137786 93.419519628687 41.593254273507 96.9655432889452 32.827107135817 14.6156415660311
"2286" "6" "23" "II" "manty" 296.068495072905 99.5577569464246 23.3277263324338 387.75275482979 130.388052640133 30.5516807760626 313.767088770702 105.509191560313 24.7222277978784 330.900768257983 111.270664754456 26.0722187384833 128.00399852922 43.0433875465354 10.0856467231058 350.416472333803 117.833131735417 27.6098933355504 160.447373435146 53.95299017957 12.6419138832426
"2586" "7" "23" "II" "manty" 1594.21100611424 2036.36789998028 170.395438068121 952.281829495617 1216.3986711182 101.783564960277 577.791333112322 738.042655033856 61.7565723358098 581.248135269142 742.45820662755 62.126048719781 224.33094288978 286.54947765448 23.9773587933689 363.649922963606 464.508792821824 38.8683102106133 249.184588797175 318.296320782013 26.6338125913532
"2886" "8" "23" "II" "manty" 946.000660702329 1477.64815153212 213.602556750156 321.369796414298 501.977964029418 72.5638078576049 179.327088973614 280.107987815535 40.491224045117 169.510559186348 264.774618932003 38.2746971989122 76.7727952731566 119.918710140341 17.3349407039819 120.575348787821 188.338072749747 27.2253539051434 71.6002962028817 111.839293277863 16.1670144306765
"3186" "9" "23" "II" "manty" 892.632737737691 6285.25231945908 793.670507881687 295.652818320292 2081.76608759816 262.875102550712 129.39362727745 911.093175934808 115.048330109673 116.28177696812 818.769329760424 103.390132449739 57.7307417154778 406.496718001763 51.3303906081632 56.674543176602 399.059757608508 50.3912881135606 41.6016214769746 292.927512992752 36.9894343445365
"486" "10" "23" "II" "manty" 33.5319034192829 2614.83097840166 187.822491701469 20.7013944311472 1614.30285593471 115.954869460737 8.70900533875234 679.131651612101 48.7818142177162 7.5032494739094 585.106336426215 42.0280052231386 3.78965167114917 295.518523454115 21.227003151469 3.66303166300408 285.644645564056 20.517765589506 2.66758928553532 208.019658599484 14.9419870438151
"786" "11" "23" "II" "manty" 63.1142042470006 1823.26363639433 67.2150256396996 39.3726758235315 1137.4106503133 41.9309004455684 11.5221222301427 332.854810211893 12.2707677354516 9.49808864750662 274.383870522642 10.1152233413548 5.08412024272902 146.871717265843 5.4144590199216 4.6220321387302 133.522765997532 4.92234691728732 3.2641899191612 94.2969788322158 3.47627941644682
"198" "1" "24" "II" "manty" 0 0 0 550.899678042999 0 0 64.9979120776545 0 0 21.443029385954 0 0 52.0576101936685 0 0 18.4542937400215 0 0 97.8281045838219 0 0
"1098" "2" "24" "II" "manty" 208.480816704414 0 71.3408447471023 125.099380540665 0 42.8082335161023 76.3635683772733 0 26.1311403229094 18.6944279623218 0 6.397117509314 23.9484477736068 0 8.19501056048387 11.4271437367269 0 3.91029783992303 52.009460764698 0 17.7973154770181
"1398" "3" "24" "II" "manty" 318.397819574001 41.4669910187623 41.4669910187623 266.420044416497 34.6975918485191 34.6975918485191 883.404841866641 115.051480856957 115.051480856957 166.602133343921 21.6976648154255 21.6976648154255 219.387794882176 28.572280212776 28.572280212776 101.924775224899 13.2743174701858 13.2743174701858 469.563447187638 61.1542606457559 61.1542606457559
"1698" "4" "24" "II" "manty" 0 0 0 15.0882337006795 0 1.60801406264442 21.6311318361704 0 2.30531716790091 9.89937197802099 0 1.05501609186296 9.31352400813705 0 0.992579905306372 4.05490002104079 0 0.432147087976052 13.6761955972128 0 1.45752745351523
"1998" "5" "24" "II" "manty" 383.700788346378 129.89961650202 57.8353196491972 72.2712231477595 24.4669921359428 10.8934602667949 45.1850741005287 15.2971377061009 6.81075797430378 31.5560323672103 10.6831068043716 4.75644896817488 31.2841296483388 10.5910557584004 4.71546500062248 13.6752366946208 4.62966993073253 2.06127198466386 47.0370822679281 15.9241240402719 7.08991164718541
"2298" "6" "24" "II" "manty" 684.589650813986 230.204196657241 53.9399506869943 267.871278551143 90.0759928419796 21.1060210132168 173.557659121984 58.361532991891 13.6748949728626 122.241719630145 41.1057292963716 9.63162723962215 121.825633628916 40.9658137374094 9.59884313550784 52.6446035650005 17.7025881966083 4.14795537276397 176.974526894615 59.5105093162444 13.9441156351098
"2598" "7" "24" "II" "manty" 1362.25939335713 1740.08414785733 145.603552605801 245.814503055481 313.991536535608 26.2736047932132 235.552544209126 300.883407495293 25.1767669427936 165.504591537069 211.407546562431 17.6897708453178 170.796700057803 218.167429585133 18.2554118716538 66.7508672562004 85.2643237658284 7.1345908564956 167.582943843162 214.062333102447 17.9119131779816
"2898" "8" "24" "II" "manty" 1287.19745969533 2010.59579130055 290.643209730004 662.152609128174 1034.27895936564 149.510984657832 337.841523642384 527.706716980873 76.2830473847722 200.623009106669 313.372105196196 45.2997439307063 199.170829546121 311.103808214517 44.9718485286426 80.219561179759 125.302540704343 18.1132044417925 132.129266097237 206.38523197957 29.8341747868739
"3198" "9" "24" "II" "manty" 851.37795109938 5994.76695807248 756.98945633661 187.011811079605 1316.79734527028 166.278641600798 70.0888029547847 493.512945151608 62.3183684467218 35.8801788128742 252.641391663246 31.9023026350932 33.7090236104479 237.353740096107 29.9718537737094 15.2724307746377 107.537038349447 13.5792441583703 20.5087347651436 144.407175876703 18.2350223657666
"498" "10" "24" "II" "manty" 43.0773194473273 3359.18626356895 241.289299126527 12.3477518899147 962.882534631171 69.1635514356646 5.42603316958135 423.124194420088 30.3928786034713 2.54994805411477 198.845949239494 14.2830423684726 2.35985633746239 184.02252262917 13.2182802693152 1.08136579881214 84.3253290563878 6.05706202341165 1.2818476721749 99.9589841615575 7.18002258205137
"798" "11" "24" "II" "manty" 95.2710201778855 2752.2201818901 101.461218443251 4.57362862542795 132.124469580257 4.87079840413599 2.40547681844542 69.4901958059543 2.56177175893326 0.820443801497887 23.7012470777894 0.873751825148517 0.698005376913163 20.1642060914357 0.743358010540013 0.362226342356775 10.464112255596 0.385761861047979 0.340012515168637 9.8223919991103 0.362104698895333
"210" "1" "25" "II" "manty" 771.471761003044 0 0 155.692631787826 0 0 622.451416291689 0 0 149.981671633454 0 0 50.9385135355924 0 0 69.7154537305854 0 0 30.6531579499134 0 0
"1110" "2" "25" "II" "manty" 860.587522429059 0 240.749683485641 676.422413838484 0 189.229425003234 299.481328765697 0 83.7800145029923 454.68653019261 0 127.198728050439 223.826265921468 0 62.6154821816028 106.335308899165 0 29.7473427090411 77.9756380459523 0 21.8137141079703
"1410" "3" "25" "II" "manty" 959.643764554983 64.3562593589278 294.567792837149 1120.20898437715 75.1241894102327 343.854146957693 877.696202750413 58.8606382377169 269.413549876635 1203.1866828382 80.6888942313412 369.324595881738 656.193100121447 44.0060519338009 201.421986279854 454.182641435216 30.458694098932 139.413794132825 255.396986440493 17.127600163666 78.3954727491224
"1710" "4" "25" "II" "manty" 230.674052765946 127.055589760421 9.99855476100479 809.724289784468 445.99726734888 35.097457020623 958.148803226269 527.749696216058 41.5309097983791 760.165651069462 418.700300073382 32.9493404156938 953.598256682028 525.243248837265 41.3336665962524 607.355594642944 334.532308017967 26.3257965064747 402.685700335268 221.799844979091 17.4543906347413
"2010" "5" "25" "II" "manty" 149.049521435775 117.06940583564 12.9399311676848 222.277121611487 174.585267414802 19.2972820449015 356.443997458809 279.96525312001 30.9451566688784 421.136644798692 330.777424223009 36.5615343369819 363.944874380699 285.856739359168 31.5963552110244 409.767056205062 321.847298393484 35.5744684786734 304.12322721141 238.870444986961 26.4028598596041
"2310" "6" "25" "II" "manty" 373.133231614426 640.707643451374 70.3725465183193 531.820189245314 913.189261425343 100.300744710191 302.919748885334 520.143964726675 57.1303553626623 247.220413539931 424.502550702642 46.6255175848141 218.321753318629 374.88061697891 41.1752597722315 206.230947189948 354.119475258519 38.8949460809175 169.769641979786 291.511712242375 32.018381144798
"2610" "7" "25" "II" "manty" 1281.9037529389 3631.42086502179 264.000391101581 342.987142272223 971.625726210752 70.6361452605845 162.44062245228 460.167359950346 33.4536721340187 106.821873288725 302.608662009181 21.9993242564218 79.2708924739449 224.561299753448 16.3253649645024 77.3724018249291 219.183190407033 15.9343821994595 55.3893284506919 156.908787086588 11.4071000574827
"2910" "8" "25" "II" "manty" 1313.77165043703 6666.29307306498 569.736563176192 539.930356496562 2739.69528437702 234.148807795112 183.042306825378 928.786720022423 79.3790113920041 88.311407673858 448.10658309838 38.2975518467142 53.4131617594782 271.027153104775 23.1634098658592 46.5001319406114 235.949304697806 20.165471945045 27.4599971646006 139.336534491262 11.9084350801627
