"vol" "age" "siteclass" "species" "step0.nomgmt" "step0.finalfell" "step0.thin" "step1.nomgmt" "step1.finalfell" "step1.thin" "step2.nomgmt" "step2.finalfell" "step2.thin" "step3.nomgmt" "step3.finalfell" "step3.thin" "step4.nomgmt" "step4.finalfell" "step4.thin"
"6028" "4" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 552.685605095541 0 0 372.854050062883 0 0
"6540" "5" "6" "SE21" "PS" 0 0 0 0 0 0 598.425103448276 0 0 548.873980232814 0 0 370.28264282107 0 0
"7052" "6" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 510.1713277805 0 0 344.172969288815 0 0
"7564" "7" "6" "SE21" "PS" 0 0 0 427.718082191781 0 0 590.22749929145 0 0 541.355158585789 0 0 365.210277850918 0 0
"8076" "8" "6" "SE21" "PS" 62446.84 0 0 62019.1219178082 0 0 85582.9873972603 0 0 78836.6122134597 0 0 53184.9389345757 0 0
"8588" "9" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 4081.370622244 0 0 2753.38375431052 0 0
"908" "10" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 1700.57109260167 0 0 1147.24323096272 0 0
"1420" "11" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1932" "12" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2444" "13" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2956" "14" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3468" "15" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3980" "16" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4492" "17" "6" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"428" "1" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5036" "2" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5548" "3" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6060" "4" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 552.685605095541 0 0
"6572" "5" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 598.425103448276 0 0 548.873980232814 0 0
"7084" "6" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 510.1713277805 0 0
"7596" "7" "7" "SE21" "PS" 0 0 0 0 0 0 427.718082191781 0 0 590.22749929145 0 0 541.355158585789 0 0
"8108" "8" "7" "SE21" "PS" 0 0 0 427.718082191781 0 0 424.788506286358 0 0 586.184845186714 0 0 539.9767959826 0 0
"8620" "9" "7" "SE21" "PS" 63760.33 0 0 62019.1219178082 0 0 61594.3334115219 0 0 84996.8025520736 0 0 78610.5870038036 0 0
"940" "10" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 4050.84755135115 0 0
"1452" "11" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 1417.14257716806 0 0
"1964" "12" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2476" "13" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2988" "14" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3500" "15" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4012" "16" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4524" "17" "7" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"460" "1" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5068" "2" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5580" "3" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6092" "4" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6604" "5" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 598.425103448276 0 0
"7116" "6" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7628" "7" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 427.718082191781 0 0 590.22749929145 0 0
"8140" "8" "8" "SE21" "PS" 0 0 0 0 0 0 427.718082191781 0 0 424.788506286358 0 0 586.184845186714 0 0
"8652" "9" "8" "SE21" "PS" 0 0 0 439.726413793103 0 0 427.718082191781 0 0 424.788506286358 0 0 586.184845186714 0 0
"972" "10" "8" "SE21" "PS" 63760.33 0 0 63320.6035862069 0 0 61591.4038356164 0 0 61169.5449052355 0 0 84410.6177068869 0 0
"1484" "11" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1996" "12" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2508" "13" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3020" "14" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3532" "15" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4044" "16" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4556" "17" "8" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"492" "1" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5100" "2" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5612" "3" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6124" "4" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6636" "5" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7148" "6" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7660" "7" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 427.718082191781 0 0
"8172" "8" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 427.718082191781 0 0 424.788506286358 0 0
"8684" "9" "9" "SE21" "PS" 0 0 0 0 0 0 439.726413793103 0 0 427.718082191781 0 0 424.788506286358 0 0
"1004" "10" "9" "SE21" "PS" 61790.1 0 0 60242.5186896552 0 0 59827.0530435196 0 0 58193.2574170997 0 0 57794.673462188 0 0
"1516" "11" "9" "SE21" "PS" 0 0 0 3517.81131034483 0 0 3493.55054268728 0 0 3398.14641851677 0 0 3374.87144304748 0 0
"2028" "12" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2540" "13" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3052" "14" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3564" "15" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4076" "16" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4588" "17" "9" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"44" "1" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4652" "2" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5164" "3" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5676" "4" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6188" "5" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6700" "6" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7212" "7" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7724" "8" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 350.72882739726 0 76.9892547945205
"8236" "9" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 351.781131034483 0 87.9452827586207 342.174465753425 0 85.5436164383562
"556" "10" "10" "SE21" "PS" 0 0 0 351.797649635036 0 99.2249781021898 342.986602758621 0 96.7398110344828 340.62117791201 0 96.0726399239001 331.319275805385 0 93.4490265092111
"1068" "11" "10" "SE21" "PS" 46960.476 0 14829.624 0 0 0 127.311266469622 0 40.2035578325123 126.433257735349 0 39.926291916426 122.980537051083 0 38.8359590687631
"1580" "12" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2092" "13" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2604" "14" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3116" "15" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3628" "16" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4140" "17" "10" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"76" "1" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4684" "2" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5196" "3" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5708" "4" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6220" "5" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6732" "6" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7244" "7" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7756" "8" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 70.3562262068966 0 17.5890565517241
"8268" "9" "11" "SE21" "PS" 0 0 0 0 0 0 77.395482919708 0 21.8294951824818 75.4570526068966 0 21.2827584275862 349.325941347539 0 98.5278296108442
"588" "10" "11" "SE21" "PS" 0 0 0 11270.51424 0 3559.10976 267.366213722628 0 84.4314359124087 291.224522049261 0 91.9656385418719 289.216077069611 0 91.3313927588245
"1100" "11" "11" "SE21" "PS" 0 0 0 253.655125839416 0 89.1220712408759 0 0 0 0.68766669479942 0 0.241612622497093 0.682924165869769 0 0.239946328548838
"1612" "12" "11" "SE21" "PS" 34639.7256 0 13471.0044 33564.7431381022 0 13052.9556648175 0 0 0 90.9950307496746 0 35.3869564026512 90.3674788134699 0 35.1429084274605
"2124" "13" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2636" "14" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3148" "15" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3660" "16" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4172" "17" "11" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"108" "1" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4716" "2" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5228" "3" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5740" "4" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6252" "5" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6764" "6" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7276" "7" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7788" "8" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 17.0270062423358 0 4.80248894014599 16.6005515735172 0 4.68220685406897
"8300" "9" "12" "SE21" "PS" 0 0 0 0 0 0 2704.9234176 0 854.1863424 122.988458312409 0 38.838460519708 127.241245273064 0 40.1814458757044
"620" "10" "12" "SE21" "PS" 0 0 0 0 0 0 8406.13087031825 0 2953.50544092263 197.850998154745 0 69.5152155678832 215.684939657101 0 75.7811950146571
"1132" "11" "12" "SE21" "PS" 0 0 0 9699.123168 0 3771.881232 9580.75976927299 0 3725.85102138394 0 0 0 25.9737286301645 0 10.1008944672862
"1644" "12" "12" "SE21" "PS" 0 0 0 176.991298686131 0 75.8534137226277 171.498687566945 0 73.4994375286909 0 0 0 0.464938113319505 0 0.199259191422645
"2156" "13" "12" "SE21" "PS" 32715.2964 0 15395.4336 23383.079003562 0 11003.8018840292 22657.4266088445 0 10662.3184041621 0 0 0 61.4249667425541 0 28.9058667023784
"2668" "14" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3180" "15" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3692" "16" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4204" "17" "12" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"140" "1" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4748" "2" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5260" "3" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5772" "4" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6284" "5" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6796" "6" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7308" "7" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 3.74594137331387 0 1.05654756683212
"7820" "8" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 649.181620224 0 205.004722176 42.4577547391533 0 13.4077120228905
"8332" "9" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 4187.23735530674 0 1471.19150321588 142.452718671416 0 50.0509552088759
"652" "10" "13" "SE21" "PS" 0 0 0 0 0 0 2715.75448704 0 1056.12674496 8735.02696202558 0 3396.95492967661 142.452718671416 0 55.3982794833285
"1164" "11" "13" "SE21" "PS" 0 0 0 0 0 0 6842.48360720584 0 2932.49297451679 6757.98144476118 0 2896.27776204051 0 0 0
"1676" "12" "13" "SE21" "PS" 0 0 0 10468.894848 0 4926.538752 7602.93936424642 0 3577.8538184689 7366.99562237575 0 3466.82146935329 0 0 0
"2188" "13" "13" "SE21" "PS" 0 0 0 144.913393449664 0 74.6523542013423 103.576054646651 0 53.3573614846382 100.361755448573 0 51.7015103825981 0 0 0
"2700" "14" "13" "SE21" "PS" 14610.4832 0 8218.3968 20797.2676175034 0 11698.4630348456 14864.7331759557 0 8361.41241147507 14403.4325395285 0 8101.93080348478 0 0 0
"3212" "15" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3724" "16" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4236" "17" "13" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"172" "1" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4780" "2" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5292" "3" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5804" "4" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6316" "5" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6828" "6" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7340" "7" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 155.80358885376 0 49.20113332224
"7852" "8" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 1569.07611134551 0 551.29701209437
"8364" "9" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 760.4112563712 0 295.7154885888 5460.61844518802 0 2123.57383979534
"684" "10" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 3953.77322308975 0 1694.47423846704 8141.91330684626 0 3489.39141721982
"1196" "11" "14" "SE21" "PS" 0 0 0 0 0 0 3350.04635136 0 1576.49240064 7085.82944945883 0 3334.50797621592 6952.86598159784 0 3271.93693251663
"1708" "12" "14" "SE21" "PS" 0 0 0 0 0 0 6958.74115345289 0 3584.80604874846 5053.1558389825 0 2603.14088674856 4896.34010762051 0 2522.35702513784
"2220" "13" "14" "SE21" "PS" 0 0 0 5259.773952 0 2958.622848 7579.76091410899 0 4263.61551418631 5417.5926183179 0 3047.39584780382 5249.46723771735 0 2952.82532121601
"2732" "14" "14" "SE21" "PS" 14153.9056 0 8674.9744 9058.499584 0 5551.983616 12894.3059228521 0 7902.96169465128 9216.13456909252 0 5648.59860686316 8930.12817450767 0 5473.30436502083
"3244" "15" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3756" "16" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4268" "17" "14" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"204" "1" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4812" "2" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5324" "3" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5836" "4" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6348" "5" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6860" "6" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7372" "7" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7884" "8" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 212.915151783936 0 82.800336804864
"8396" "9" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 1718.41984638677 0 736.465648451471
"716" "10" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 1072.0148324352 0 504.4775682048 4956.03121552786 0 2332.24998377781
"1228" "11" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 4577.00258407158 0 2357.84981603688 6394.72042189687 0 3294.24991431051
"1740" "12" "15" "SE21" "PS" 0 0 0 0 0 0 1893.51862272 0 1065.10422528 7182.30826728909 0 4040.04840035011 5184.35307954324 0 2916.19860724307
"2252" "13" "15" "SE21" "PS" 0 0 0 5378.484128 0 3296.490272 6703.28969216 0 4108.46787584 9599.28801743137 0 5883.4345913289 6861.03855961226 0 4205.1526655688
"2764" "14" "15" "SE21" "PS" 6454.62 0 4303.08 8492.34336 0 5661.56224 5435.0997504 0 3623.3998336 7736.58355371125 0 5157.72236914083 5529.68074145551 0 3686.45382763701
"3276" "15" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3788" "16" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4300" "17" "15" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"236" "1" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4844" "2" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5356" "3" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5868" "4" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6380" "5" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6892" "6" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7404" "7" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7916" "8" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8428" "9" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 343.044746379264 0 161.432821825536
"748" "10" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 2969.81954041243 0 1529.90703597004
"1260" "11" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 1901.9767607296 0 1069.8619279104 10469.0302093479 0 5888.82949275819
"1772" "12" "16" "SE21" "PS" 0 0 0 0 0 0 3110.98780864 0 1906.73446336 9526.5152981894 0 5838.83195695479 19759.5601797192 0 12110.6981746666
"2284" "13" "16" "SE21" "PS" 0 0 0 2581.848 0 1721.232 9378.55942191628 0 6252.37294794419 13917.0002963676 0 9278.00019757842 20135.5338835246 0 13423.6892556831
"2796" "14" "16" "SE21" "PS" 0 0 0 2774.38581209302 0 2009.03800186046 4819.18070675349 0 3489.75154626977 6746.2457729414 0 4885.21245626791 7522.83550053678 0 5447.57053487146
"3308" "15" "16" "SE21" "PS" 6024.312 0 4733.388 6960.18186418605 0 5468.71432186047 8616.54813886512 0 6770.14496625116 7845.32858651386 0 6164.1867465466 8692.28562961073 0 6829.65299469414
"3820" "16" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4332" "17" "16" "SE21" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16" "1" "1" "SE22" "PS" 15330.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4624" "2" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5136" "3" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5648" "4" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6160" "5" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6672" "6" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7184" "7" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7696" "8" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8208" "9" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"528" "10" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1040" "11" "1" "SE22" "PS" 0 0 0 15959.2655223881 0 0 15540.3569014084 0 0 15430.9177682999 0 0 15007.3500679602 0 0
"1552" "12" "1" "SE22" "PS" 0 0 0 0 0 0 890.246009389671 0 0 883.976671295378 0 0 859.712141379747 0 0
"2064" "13" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2576" "14" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3088" "15" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3600" "16" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4112" "17" "1" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"272" "1" "2" "SE22" "PS" 0 0 0 107.962323943662 0 0 0 0 0 0 0 0 0 0 0
"4880" "2" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5392" "3" "2" "SE22" "PS" 15330.65 0 0 15222.6876760563 0 0 0 0 0 0 0 0 0 0 0
"5904" "4" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6416" "5" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6928" "6" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7440" "7" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7952" "8" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8464" "9" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"784" "10" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1296" "11" "2" "SE22" "PS" 0 0 0 0 0 0 15959.2655223881 0 0 15540.3569014084 0 0 15430.9177682999 0 0
"1808" "12" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 890.246009389671 0 0 883.976671295378 0 0
"2320" "13" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2832" "14" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3344" "15" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3856" "16" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4368" "17" "2" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"304" "1" "3" "SE22" "PS" 0 0 0 0 0 0 107.962323943662 0 0 0 0 0 0 0 0
"4912" "2" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5424" "3" "3" "SE22" "PS" 0 0 0 99.5496753246753 0 0 98.8486212730931 0 0 0 0 0 0 0 0
"5936" "4" "3" "SE22" "PS" 22580.05 0 0 15231.1003246753 0 0 15123.8390547832 0 0 0 0 0 0 0 0
"6448" "5" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6960" "6" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7472" "7" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7984" "8" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8496" "9" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"816" "10" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1328" "11" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 15959.2655223881 0 0 15540.3569014084 0 0
"1840" "12" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 890.246009389671 0 0
"2352" "13" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2864" "14" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3376" "15" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3888" "16" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4400" "17" "3" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"336" "1" "4" "SE22" "PS" 0 0 0 0 0 0 0 0 0 107.962323943662 0 0 0 0 0
"4944" "2" "4" "SE22" "PS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5456" "3" "4" "SE22" "PS" 0 0 0 0 0 0 99.5496753246753 0 0 98.8486212730931 0 0 0 0 0
"5968" "4" "4" "SE22" "PS" 0 0 0 146.623701298701 0 0 98.9032488615281 0 0 98.2067471089821 0 0 0 0 0
