"vol" "age" "ownership" "step0" "step1" "step2" "step3" "step4" "step5"
"291" "4" "29" "priv" 201.76 0 292.65015 563.55465890625 608.33483052148 238.433893932997
"353" "5" "29" "priv" 0 0 234.6972 234.153623370536 238.901388696128 134.197109181774
"415" "6" "29" "priv" 0 0 430.956 316.784145508929 293.618620859014 262.198135896749
"477" "7" "29" "priv" 0 0 247.3212 204.851843357143 148.978066921962 188.373623285926
"539" "8" "29" "priv" 472.71 84.423 347.0829 398.970514285714 117.024052089679 343.338627271586
"601" "9" "29" "priv" 0 198.888 288 336.048829714286 92.0992703314132 213.393915513585
"105" "10" "29" "priv" 230.27 358.416 467.8812 445.384614857143 144.356527168942 242.240973897125
"47" "1" "30" "priv" 0 0 0 85.2518779098168 26.1667260197705 162.37568125595
"171" "2" "30" "priv" 471.1 0 0 66.9495252656406 105.234863073348 174.192946268658
"233" "3" "30" "priv" 0 42.47578951616 0 119.12827978089 251.236508111051 288.364876209805
"295" "4" "30" "priv" 0 69.55410524192 0 125.592256967584 218.925803258853 234.86294297732
"357" "5" "30" "priv" 0 69.55410524192 0 251.864818040874 332.99288348307 348.128276545062
"419" "6" "30" "priv" 0 0 0 242.672708428825 201.247425472424 191.200705503924
"481" "7" "30" "priv" 208.71 66.34526322424 11.848842117112 395.194656830334 324.516522282306 240.772810009508
"543" "8" "30" "priv" 0 98.356852644848 25.940140010744 141.184402004513 144.243274374507 62.4658979485798
"605" "9" "30" "priv" 347.01 309.214778916232 292.6469179476 537.018610133182 602.123440722195 173.950330584574
"109" "10" "30" "priv" 347.01 158.76510521468 247.118399924544 322.591774638341 307.080971202475 99.5300265966167
"49" "1" "31" "priv" 0 112.182 99.7886714285714 85.2370963005273 162.937607624769 154.861235515863
"173" "2" "31" "priv" 179.62 493.067714285714 403.321941576701 344.643191175686 369.42286052254 482.729162650175
"235" "3" "31" "priv" 388.68 339.529785714286 404.215868607655 375.129501878355 446.892719923657 611.979073959597
"297" "4" "31" "priv" 515.59 428.69075 394.358219395152 340.512496175583 388.589204752548 493.06093364347
"359" "5" "31" "priv" 428.05 311.40575 286.791620113538 233.034406439248 299.009926259381 390.896143571219
"421" "6" "31" "priv" 1098.9 1031.18914285714 942.097111115066 815.394582557469 1115.67982625246 1359.02417227876
"483" "7" "31" "priv" 842.5 809.605857142857 717.393875194101 627.917245566319 869.964641942392 990.052626421498
"545" "8" "31" "priv" 1007.11 1154.1775 1339.33813815866 1463.60563839618 1567.06550764803 1799.80293983013
"607" "9" "31" "priv" 181.32 499.8045 609.377005760278 624.258800627134 931.570819901089 1113.80851118367
"111" "10" "31" "priv" 719.82 882.225 991.847148650276 1179.7425508835 1388.09886317313 1651.48555734562
